,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
6,HNRB.F,Hannover Ruck SE,76.50,0.00,0.00%,12,2,18.548B,14.29
7,IFC.TO,Intact Financial Corporation,130.44,+1.38,+1.07%,"54,782","393,704",18.655B,27.93
8,HNR1.F,Hannover Ruck SE,155.00,+1.10,+0.71%,44,477,18.68B,14.47
9,HNR1.DE,Hannover Ruck SE,154.30,+0.50,+0.33%,"64,196","184,903",18.608B,14.41
10,AJG,Arthur J. Gallagher & Co.,98.04,+0.37,+0.38%,"118,352",1.286M,18.59B,27.52
11,LIE.F,Sun Life Financial Inc.,31.80,-0.60,-1.85%,45,39,18.439B,12.04
12,CMHY.L,City Merchants High Yield Trust Limited,182.57,+0.57,+0.32%,"62,379","142,023",185.754M,7.84
13,HNR1.VI,Hannover Ruck SE,153.50,-0.20,-0.13%,0,1,18.524B,14.33
14,002936.SZ,"Bank of Zhengzhou Co., Ltd.",4.1100,+0.0700,+1.73%,112.814M,17.183M,18.389B,N/A
15,RBSPF,The Royal Bank of Scotland Group plc,1.5100,0.0000,0.00%,"22,859","14,735",18.922B,18.19
16,SRBANK.OL,SpareBank 1 SR-Bank ASA,71.40,-0.20,-0.28%,"183,025","403,745",18.259B,8.20
17,DBK.MI,Deutsche Bank Aktiengesellschaft,8.79,-0.04,-0.42%,"5,954","41,715",18.103B,N/A
18,SAGA.L,Saga plc,16.15,-0.60,-3.58%,3.36M,5.903M,181.203M,N/A
19,SAMPO.HE,Sampo Oyj,32.54,+0.11,+0.34%,1.064M,2.014M,18.071B,19.73
20,SMPA.F,Sampo Oyj,32.47,+0.25,+0.78%,183,370,18.15B,19.69
21,000563.SZ,"Shaanxi International Trust Co.,Ltd.",4.5500,+0.1700,+3.88%,200.075M,35.071M,18.036B,32.73
22,AMP,"Ameriprise Financial, Inc.",147.08,+0.95,+0.65%,"158,885",1.095M,17.993B,5.54
23,DBK.DE,Deutsche Bank Aktiengesellschaft,8.70,-0.10,-1.14%,9.749M,18.095M,17.973B,N/A
24,SEBC.F,Skandinaviska Enskilda Banken AB (publ.),8.42,+0.09,+1.08%,31,17,17.653B,7.48
25,DBK.F,Deutsche Bank Aktiengesellschaft,8.71,-0.08,-0.94%,"143,571","175,051",18.008B,N/A
26,8713.T,FIDEA Holdings Co. Ltd.,99.00,-2.00,-1.98%,"227,800","309,642",17.958B,21.61
27,HHI.L,Henderson High Income Trust,139.54,-2.46,-1.74%,"80,995","159,703",179.436M,3.40
28,NA-PE.TO,National Bank of Canada,16.60,+0.08,+0.48%,300,"8,609",17.976B,2.76
29,MLYBY,Malayan Banking Berhad,4.3000,-0.1200,-2.71%,"1,316","19,072",19.935B,11.88
30,NA-PG.TO,National Bank of Canada,17.65,-0.08,-0.45%,900,"7,841",17.639B,2.94
31,BDORY,Banco do Brasil S.A.,6.23,+0.01,+0.16%,"120,296","444,214",17.784B,5.50
32,7184.T,"The First Bank Of Toyama, Ltd.",267.00,-10.00,-3.61%,"53,900","45,607",17.766B,7.96
33,MWI.F,MarketAxess Holdings Inc.,467.90,+12.70,+2.79%,100,5,17.738B,78.36
34,600120.SS,"Zhejiang Orient Financial Holdings Group Co., Ltd.",7.95,+0.26,+3.38%,68.055M,19.152M,17.712B,43.21
35,FRC,First Republic Bank,103.20,-0.40,-0.39%,"167,967",1.109M,17.696B,20.08
36,6EQ.F,EQT AB (publ),17.04,-0.42,-2.43%,201,236,16.205B,91.12
37,SEBA.F,Skandinaviska Enskilda Banken AB (publ.),8.11,-0.04,-0.54%,800,257,17.37B,7.20
38,1140.SR,Bank Albilad,23.50,-0.28,-1.18%,"751,456",1.102M,17.625B,14.27
39,2897.TW,"O-Bank Co., Ltd.",7.31,+0.03,+0.41%,"978,000","987,312",17.597B,25.74
40,MTU.L,Montanaro UK Smaller Companies Trust,105.00,-3.50,-3.23%,"338,868","182,253",175.749M,N/A
41,KY6.F,"Interactive Brokers Group, Inc.",41.80,+1.40,+3.47%,200,17,17.811B,20.27
42,AMT.F,TD Ameritrade Holding Corporation,32.40,+0.20,+0.62%,258,9,17.607B,9.19
43,RYS2.F,The Royal Bank of Scotland Group plc,2.7200,-0.0200,-0.73%,190,132,16.344B,16.39
44,NAQ.F,"Nasdaq, Inc.",107.00,+1.28,+1.21%,28,62,17.686B,24.49
45,SVHG.F,Svenska Handelsbanken AB (publ),8.99,0.00,0.00%,15,0,17.42B,9.16
46,NDAQ.VI,"Nasdaq, Inc.",106.80,+0.12,+0.11%,0,0,17.494B,24.44
47,JMI.L,JPMorgan Smaller Companies Investment Trust plc,222.51,-1.49,-0.66%,"39,205","166,369",173.677M,2.42
48,SUNPF.AX,Suncorp Group Limited,101.35,-0.05,-0.05%,264,"3,183",17.351B,228.27
49,BMD.L,Baronsmead Second Venture Trust Plc,69.50,0.00,0.00%,"7,700","27,568",172.698M,N/A
50,SCBFY,Standard Chartered PLC,11.02,-0.22,-1.96%,"1,351","33,555",17.097B,230.06
51,0416.HK,"Bank of Jinzhou Co., Ltd.",2.200,+0.050,+2.33%,"5,000","6,500",17.12B,N/A
52,LGGNF,Legal & General Group Plc,2.7700,0.0000,0.00%,"1,410","6,437",16.415B,7.27
53,KEY-PJ,KeyCorp,25.49,-0.03,-0.12%,"15,995","40,825",17.011B,18.69
54,GENTERA.MX,"Gentera, S.A.B. de C.V.",10.55,+0.06,+0.57%,"504,676",3.48M,17.013B,5.15
55,PSSA3.SA,Porto Seguro S.A.,52.72,+0.48,+0.92%,"135,500","786,524",17.008B,13.02
56,SCF.L,Schroder Income Growth Fund plc,247.00,-2.00,-0.80%,"34,714","89,318",169.66M,N/A
57,SVHH.F,Svenska Handelsbanken AB (publ),8.65,-0.08,-0.96%,"1,000",907,17.253B,N/A
58,IFC-PE.TO,Intact Financial Corporation,23.50,+0.08,+0.34%,648,"2,845",16.907B,5.03
59,DBSA.F,Banco Santander (Brasil) S.A.,4.7200,-0.1600,-3.28%,200,145,17.117B,5.96
60,JUSC.L,JPMorgan US Smaller Companies Investment Trust plc,287.00,-3.00,-1.03%,"29,590","128,315",167.92M,4.06
61,MZTF.TA,Mizrahi Tefahot Bank Ltd.,"7,089.00",+106.00,+1.52%,"451,622","545,125",16.665B,930.56
62,STD.F,Standard Chartered PLC,4.8510,-0.1050,-2.12%,636,356,15.09B,10.13
63,7161.T,"Jimoto Holdings, Inc.",93.00,+1.00,+1.09%,"111,400","298,020",16.597B,39.49
64,8550.T,"The Tochigi Bank, Ltd.",159.00,-3.00,-1.85%,"122,500","176,667",16.596B,9.13
65,RYS1.F,The Royal Bank of Scotland Group plc,1.3560,-0.0300,-2.16%,860,"6,285",16.413B,16.34
66,PPERY,PT Bank Mandiri (Persero) Tbk,7.24,+0.25,+3.58%,"14,533","365,388",16.994B,10.34
67,ASX.AX,ASX Limited,85.33,-1.12,-1.30%,"456,652","461,716",16.519B,33.29
68,FRC-PI,First Republic Bank,26.08,-0.01,-0.06%,"3,675","18,600",16.442B,5.07
69,PWF-PT.TO,Power Financial Corporation,14.80,-0.07,-0.47%,"1,400","10,563",16.48B,5.61
70,FRC-PH,First Republic Bank,25.50,-0.09,-0.35%,"3,663","11,103",16.426B,4.96
71,LGGNY,Legal & General Group Plc,13.74,+0.08,+0.59%,"3,601","39,827",16.511B,7.21
72,RIV.L,River and Mercantile Group PLC,192.00,+4.25,+2.26%,"5,763","24,971",164.071M,15.48
73,NTRS,Northern Trust Corporation,78.62,+0.77,+0.99%,"332,533",1.423M,16.357B,11.73
74,TAM.L,Tatton Asset Management plc,292.00,+3.00,+1.04%,"31,646","33,018",163.276M,20.14
75,FMTY14.MX,"Fibra Mty, S.A.P.I. de C.V.",9.93,0.00,0.00%,"1,964","142,209",16.335B,4.62
76,GWLIF,Great-West Lifeco Inc.,17.42,-0.17,-0.97%,751,"1,538",15.949B,8.68
77,SWDBY,Swedbank AB (publ),14.36,+0.51,+3.64%,"4,117","88,658",16.11B,6.70
78,GAH.F,Arthur J. Gallagher & Co.,86.50,0.00,0.00%,290,12,16.374B,24.28
79,7191.T,Entrust Inc.,727.00,-8.00,-1.09%,"24,100","72,142",16.204B,23.62
80,POW.TO,Power Corporation of Canada,23.30,+0.26,+1.13%,"585,874",2.415M,16.248B,10.59
81,FHIPO14.MX,Fideicomiso Irrevocable F/2061 FHipo,16.80,-0.20,-1.18%,"12,084","550,971",16.143B,N/A
82,AGFX.L,Argentex Group Plc,142.50,-3.50,-2.40%,"6,065","128,593",161.321M,14.54
83,PMI.L,Premier Miton Group plc,102.11,-0.39,-0.38%,"24,780","420,043",161.247M,14.38
84,8706.T,"Kyokuto Securities Co., Ltd.",505.00,-9.00,-1.75%,"41,000","89,735",16.111B,N/A
85,273060.KQ,"NH Special Purpose Acquisition 12 Co., Ltd.","2,145.00",+5.00,+0.23%,"125,603",0,16.109B,N/A
86,HDIV.L,Henderson Diversified Income Trust PLC,84.17,+0.57,+0.68%,"140,734","275,366",161.024M,8.25
87,A4S.F,"Ameriprise Financial, Inc.",130.00,-1.00,-0.76%,43,4,15.685B,4.89
88,FFH-PM.TO,Fairfax Financial Holdings Limited,17.90,0.00,0.00%,"2,900","10,799",16.07B,N/A
89,EGL.L,Ecofin Global Utilities and Infrastructure Trust plc,170.40,-1.10,-0.64%,"159,958","190,341",160.148M,N/A
90,RESI.L,Residential Secure Income plc,93.20,-0.30,-0.32%,"78,778","143,602",159.391M,21.67
91,KIT.L,Keystone Investment Trust plc,252.00,0.00,0.00%,"106,364","99,344",159.367M,N/A
92,CCJI.L,CC Japan Income & Growth Ord,118.25,-2.25,-1.87%,"73,149","278,324",159.32M,N/A
93,UTL.L,UIL Limited,178.00,+5.50,+3.19%,"6,635","17,962",152.972M,3.08
94,8624.T,"Ichiyoshi Securities Co., Ltd.",442.00,-8.00,-1.78%,"118,900","185,085",15.911B,N/A
95,FRC-PG,First Republic Bank,25.26,+0.03,+0.13%,320,"9,306",15.9B,4.92
96,BURE.ST,Bure Equity AB (publ),214.40,+5.40,+2.58%,"244,473","179,681",15.897B,N/A
97,81R.F,First Republic Bank,92.00,0.00,0.00%,86,5,15.705B,17.90
98,A4S.DE,"Ameriprise Financial, Inc.",132.00,0.00,0.00%,22,5,15.34B,4.97
99,PPERF,PT Bank Mandiri (Persero) Tbk,0.3340,0.0000,0.00%,70,"47,543",16.407B,9.54
0,MSADF,"MS&AD Insurance Group Holdings, Inc.",27.61,0.00,0.00%,946,562,15.726B,14.42
1,600643.SS,"Shanghai Aj Group Co.,Ltd",9.67,+0.32,+3.42%,52.577M,14.101M,15.684B,11.68
2,FRC-PF,First Republic Bank,25.21,+0.02,+0.08%,"1,316","4,659",15.665B,4.91
3,BVT.L,Baronsmead Venture Trust Plc,67.50,0.00,0.00%,"14,748","23,301",156.376M,N/A
4,SWDBF,Swedbank AB (publ),14.06,0.00,0.00%,947,888,15.544B,6.56
5,SQN.L,SQN Asset Finance Income Ord,26.67,-5.48,-17.04%,2.088M,"645,916",153.531M,N/A
6,BZLA.F,Banco do Brasil S.A.,5.40,-0.15,-2.70%,85,774,15.273B,N/A
7,SCP.L,Schroder UK Mid Cap,438.30,-5.70,-1.28%,"49,844","130,429",154.989M,49.25
8,KEY-PI,KeyCorp,25.87,+0.22,+0.86%,"9,822","34,375",15.464B,18.97
9,MSADY,"MS&AD Insurance Group Holdings, Inc.",13.52,-0.14,-1.02%,"8,276","50,306",15.564B,14.12
10,ORXCF,ORIX Corporation,12.29,+0.29,+2.42%,"2,200","23,522",15.525B,5.74
11,FFH-PK.TO,Fairfax Financial Holdings Limited,15.21,-0.12,-0.78%,150,"15,233",15.414B,N/A
12,UZC.F,Axis Bank Limited,25.30,+0.75,+3.05%,"1,000",25,15.415B,187.41
13,AKKO.BD,AKKO Invest Nyrt.,464.00,+1.00,+0.22%,"132,313","139,955",15.332B,N/A
14,CFG-PD,"Citizens Financial Group, Inc.",25.64,-0.03,-0.14%,"3,352","38,069",15.293B,8.69
15,FFH-PC.TO,Fairfax Financial Holdings Limited,14.40,+0.05,+0.35%,"6,000","11,357",15.187B,N/A
16,8551.T,"The Kita-Nippon Bank, Ltd.","1,800.00",-64.00,-3.43%,"6,000","9,689",15.174B,11.90
17,HALKB.IS,Turkiye Halk Bankasi A.S.,6.13,+0.02,+0.33%,120.829M,47.368M,15.164B,2.38
18,603093.SS,"Nanhua Futures Co., Ltd.",26.10,+1.05,+4.19%,18.682M,5.703M,15.138B,181.25
19,291230.KQ,"Samsung Special Purpose Acquisition 2 Co., Ltd.","2,005.00",-5.00,-0.25%,"7,957",N/A,15.138B,N/A
20,BFIT-R.BK,Srisawad Finance Public Company Limited,27.25,-0.50,-1.80%,"861,200","190,443",14.855B,11.86
21,FFH-PE.TO,Fairfax Financial Holdings Limited,10.75,0.00,0.00%,"5,200","10,278",15.103B,N/A
22,NTIOF,National Bank of Canada,44.68,0.00,0.00%,38,"4,817",15.023B,10.01
23,CBQK.QA,The Commercial Bank (P.S.Q.C.),3.7220,-0.0390,-1.04%,2.376M,1.838M,15.064B,8.64
24,IX,ORIX Corporation,60.43,+0.43,+0.72%,"12,559","78,096",15.268B,5.64
25,BFIT.BK,Srisawad Finance Public Company Limited,27.25,-0.50,-1.80%,"861,200",3.401M,15.021B,11.86
26,PQ9.F,PT Bank Mandiri (Persero) Tbk,0.3040,+0.0100,+3.40%,440,"3,670",14.999B,8.69
27,UKML.L,UK Mortgages Limited,55.00,+5.25,+10.55%,"589,611","252,335",150.186M,N/A
28,LGI.F,Legal & General Group Plc,2.4370,+0.0050,+0.21%,"6,355","1,738",14.543B,6.40
29,002961.SZ,"Ruida Futures Co., Ltd.",33.60,+1.69,+5.30%,9.821M,3.282M,14.947B,138.27
30,ARW.L,Arrow Global Group PLC,84.00,+1.00,+1.20%,"186,652","665,652",148.914M,4.97
31,ACGLP,Arch Capital Group Ltd.,24.51,0.00,0.00%,"5,329","44,464",14.874B,7.86
32,CIXPF,"CaixaBank, S.A.",2.2800,0.0000,0.00%,"22,600","5,925",13.626B,N/A
33,1606.HK,"China Development Bank Financial Leasing Co., Ltd.",1.170,+0.050,+4.46%,1.678M,3.134M,14.792B,N/A
34,600053.SS,"Kunwu Jiuding Investment Holdings Co., Ltd.",33.99,+0.08,+0.24%,9.374M,5.929M,14.736B,24.49
35,ASIZ.L,Aberforth Split Level Trust plc,106.00,0.00,0.00%,"5,000","80,121",146.914M,N/A
36,A5G.IR,AIB Group PLC,1.1310,-0.0390,-3.33%,3.578M,7.986M,3.07B,N/A
37,DFS,Discover Financial Services,47.74,-0.41,-0.86%,1.337M,5.738M,14.622B,7.08
38,VTAS.L,Volta Finance Limited,400.00,-5.00,-1.23%,447,"6,217",146.322M,"1,086.96"
39,MGCI.L,M&G Credit Income Investment Trust plc,101.01,+0.01,+0.01%,"22,040","228,329",146.202M,27.30
40,RF-PA,Regions Financial Corporation,25.17,-0.01,-0.04%,"8,067","54,443",14.597B,19.74
41,7192.T,Mortgage Service Japan Limited,"2,071.00",-51.00,-2.40%,"30,500","42,189",14.609B,14.37
42,ACGLO,Arch Capital Group Ltd.,25.03,0.00,0.00%,"3,172","27,024",14.595B,8.03
43,NT4.F,Northern Trust Corporation,69.50,+1.00,+1.46%,70,21,14.529B,10.37
44,JYSK.CO,Jyske Bank A/S,200.30,-1.30,-0.64%,"85,087","305,275",14.553B,17.40
45,0665.HK,Haitong International Securities Group Limited,2.400,+0.080,+3.45%,31.742M,18.304M,14.486B,8.94
46,FFH-PI.TO,Fairfax Financial Holdings Limited,12.03,-0.06,-0.50%,800,"11,319",14.48B,N/A
47,SOUTHBANK.BO,The South Indian Bank Limited,7.98,-0.06,-0.75%,3.833M,2.424M,14.442B,13.76
48,AIVAF,Aviva plc,3.5900,0.0000,0.00%,300,"24,456",13.981B,9.78
49,SOUTHBANK.NS,The South Indian Bank Limited,7.95,-0.05,-0.63%,34.29M,19.489M,14.459B,13.71
50,AMAT.L,Amati AIM VCT plc,136.50,0.00,0.00%,"3,281","4,261",143.496M,7.89
51,RF-PC,Regions Financial Corporation,24.95,+0.06,+0.24%,"7,147","58,577",14.338B,19.57
52,AFHP.L,AFH Financial Group Plc,333.07,-13.93,-4.01%,"9,926","97,638",143.052M,14.23
53,AMUN.VI,Amundi Societe Anonyme,71.00,-0.90,-1.25%,0,1,14.249B,15.55
54,FFH-PD.TO,Fairfax Financial Holdings Limited,13.04,0.00,0.00%,700,"2,349",14.277B,N/A
55,ANI.F,Amundi Societe Anonyme,70.30,-0.75,-1.06%,20,5,14.277B,15.39
56,AMUN.PA,Amundi Societe Anonyme,70.75,-1.10,-1.53%,"60,677","147,871",14.209B,15.49
57,IFCI.BO,IFCI Limited,7.48,+0.11,+1.49%,1.541M,"898,107",14.182B,N/A
58,IFCI.NS,IFCI Limited,7.45,+0.10,+1.36%,6.076M,4.552M,14.164B,N/A
59,PWF-PP.TO,Power Financial Corporation,9.15,0.00,0.00%,"5,000","6,766",14.178B,3.47
60,000712.SZ,Guangdong Golden Dragon Development Inc.,15.82,+1.06,+7.18%,52.157M,9.546M,14.175B,510.32
61,RILBA.CO,Ringkjobing Landbobank A/S,487.00,+2.00,+0.41%,"11,794","31,786",14.156B,16.33
62,8338.T,"Tsukuba Bank, Ltd.",171.00,-1.00,-0.58%,"73,000","196,995",14.113B,37.31
63,GWS.F,Great-West Lifeco Inc.,15.00,-0.40,-2.60%,70,16,13.868B,N/A
64,IIFLSEC.NS,IIFL Securities Limited,44.00,-1.60,-3.51%,"785,120","881,369",14.047B,6.02
65,KTKBANK.BO,The Karnataka Bank Limited,45.15,+0.75,+1.69%,2.936M,"215,597",14.036B,3.25
66,KTKBANK.NS,The Karnataka Bank Limited,45.15,+0.80,+1.80%,13.327M,2.918M,14.052B,3.25
67,DCNSF,"Dai-ichi Life Holdings, Inc.",12.25,-0.35,-2.78%,883,"2,712",13.965B,N/A
68,AVVIY,Aviva plc,7.21,0.00,0.00%,"10,292","309,561",13.981B,9.82
69,CML.JO,Coronation Fund Managers Limited,"4,000.00",-10.00,-0.25%,"340,791","965,539",13.992B,"1,126.44"
70,CGL.F,"China Galaxy Securities Co., Ltd.",0.6700,+0.0400,+6.35%,"23,010",134,15.916B,13.96
71,NRSCF,"Nomura Holdings, Inc.",4.3700,0.0000,0.00%,"9,200","17,182",13.982B,15.83
72,NMR,"Nomura Holdings, Inc.",4.5500,+0.0400,+0.89%,"41,901","322,722",14.106B,16.49
73,CAIXY,"CaixaBank, S.A.",0.7200,0.0000,0.00%,"87,389","213,520",13.626B,5.67
74,FFH-PJ.TO,Fairfax Financial Holdings Limited,11.94,0.00,0.00%,100,"2,796",13.82B,N/A
75,FFH-PF.TO,Fairfax Financial Holdings Limited,9.80,0.00,0.00%,"6,910","2,575",13.81B,N/A
76,SCGLY,Societe Generale Societe anonyme,3.4150,-0.0050,-0.15%,"27,809","430,056",14.739B,4.12
77,59M.F,"MS&AD Insurance Group Holdings, Inc.",23.60,-0.40,-1.67%,75,1,13.671B,12.32
78,IFCZF,Intact Financial Corporation,96.18,+1.15,+1.21%,800,"1,153",13.794B,N/A
79,ASAI.L,ASA International Group PLC,137.50,-2.75,-1.96%,"23,022","79,361",137.5M,4.04
80,FRYA.F,Swedbank AB (publ),12.29,+0.11,+0.87%,70,"2,043",13.862B,5.73
81,IVI.L,Invesco Income Growth Trust plc,233.00,0.00,0.00%,"87,598","95,832",136.425M,N/A
82,FFH-PG.TO,Fairfax Financial Holdings Limited,10.70,0.00,0.00%,"1,600","14,636",13.694B,N/A
83,PWF-PQ.TO,Power Financial Corporation,8.80,-0.10,-1.12%,"1,800","2,796",13.689B,3.34
84,J&KBANK.NS,The Jammu and Kashmir Bank Limited,19.15,+0.90,+4.93%,1.122M,4.139M,13.663B,N/A
85,AYUD-R.BK,Allianz Ayudhya Capital Public Company Limited,35.00,0.00,0.00%,"1,200",7,13.624B,N/A
86,AYUD.BK,Allianz Ayudhya Capital Public Company Limited,35.00,0.00,0.00%,"1,200","3,130",13.624B,N/A
87,OIXA.F,ORIX Corporation,53.00,+0.50,+0.95%,31,0,13.53B,4.95
88,OIX.F,ORIX Corporation,10.70,0.00,0.00%,98,116,13.402B,5.00
89,8210.SR,Bupa Arabia for Cooperative Insurance Company,113.20,0.00,0.00%,"127,529","175,708",13.584B,21.69
90,1963.HK,"Bank of Chongqing Co., Ltd.",4.340,+0.080,+1.88%,1.711M,"773,099",13.571B,3.04
91,8537.T,"The Taiko Bank,Ltd.","1,426.00",-27.00,-1.86%,"3,800","4,903",13.558B,11.92
92,6138.HK,"Harbin Bank Co., Ltd.",1.230,0.000,0.00%,"703,000","195,921",13.525B,2.14
93,TIP-R.BK,Dhipaya Insurance Public Company Limited,22.40,0.00,0.00%,"624,500","19,403",13.433B,7.18
94,BMPG.L,BMO Managed Portfolio Growth,220.00,+1.00,+0.46%,"4,672","18,692",134.921M,N/A
95,WKOF.L,Weiss Korea Opportunity Fund Ltd.,165.00,0.00,0.00%,"1,555","2,499",134.669M,N/A
96,PCFT.L,Polar Capital Global Financials Trust,109.18,-1.82,-1.64%,"174,301","349,650",134.593M,7.64
97,RF-PB,Regions Financial Corporation,25.77,-0.06,-0.22%,"3,909","48,192",13.442B,20.21
98,THANI.BK,Ratchthani Leasing Public Company Limited,3.5600,-0.0400,-1.11%,9.357M,39.046M,13.44B,6.95
99,TIP.BK,Dhipaya Insurance Public Company Limited,22.40,0.00,0.00%,"624,500","314,370",13.44B,7.18
0,HIG,"The Hartford Financial Services Group, Inc.",37.50,+0.32,+0.86%,"421,311",3.243M,13.428B,7.99
1,BMPI.L,BMO Managed Portfolio Income,121.24,-0.26,-0.21%,192,"44,755",134.153M,N/A
2,NY1.JO,Ninety One Group,"4,457.00",+37.00,+0.84%,"323,095","568,978",13.375B,N/A
3,APO-PA,"Apollo Global Management, Inc.",25.95,-0.05,-0.19%,958,"23,440",13.346B,N/A
4,GBLBF,Groupe Bruxelles Lambert SA,84.55,0.00,0.00%,25,"4,345",13.281B,21.72
5,IFC-PG.TO,Intact Financial Corporation,15.47,-0.04,-0.26%,200,"9,768",13.362B,3.31
6,APO-PB,"Apollo Global Management, Inc.",26.20,0.00,0.00%,"2,759","28,458",13.36B,N/A
7,FFH-PH.TO,Fairfax Financial Holdings Limited,10.80,0.00,0.00%,800,"3,847",13.349B,N/A
8,FNMAG,Federal National Mortgage Association,14.65,+0.00,+0.03%,690,"11,112",10.91B,861.76
9,8337.T,"The Chiba Kogyo Bank, Ltd.",225.00,-2.00,-0.88%,"51,900","106,651",13.323B,11.11
10,DSCT.TA,Israel Discount Bank Limited,"1,143.00",-18.00,-1.55%,3.77M,4.203M,13.305B,845.41
11,BRLA.L,BlackRock Latin American Investment Trust Plc,338.50,-3.00,-0.88%,"6,179","43,919",132.894M,2.92
12,IPU.L,Invesco Perpetual UK Smaller Companies Investment Trust Plc,392.00,-8.50,-2.12%,"22,199","46,840",132.601M,2.74
13,PGHZ.L,Polar Capital Global Healthcare ZDP 2024,109.24,+1.74,+1.62%,"5,442","7,624",132.475M,N/A
14,FDS,FactSet Research Systems Inc.,349.55,+8.53,+2.50%,"52,390","278,024",13.238B,36.01
15,BHIP.BA,Banco Hipotecario S.A.,9.00,+0.05,+0.56%,"42,196","267,682",13.229B,5.23
16,DC7.F,Discover Financial Services,42.00,-2.20,-4.98%,100,86,12.39B,6.23
17,PNC-PP,"The PNC Financial Services Group, Inc. DEPOSITARY SHS REP 1/4000TH PERP PFD SER P",26.62,+0.02,+0.08%,"6,227","121,350",12.778B,2.32
18,KVIKA.IC,Kvika banki hf.,9.80,+0.20,+2.14%,3.926M,7.344M,13.12B,9.01
19,IAG.AX,Insurance Australia Group Limited,5.70,-0.08,-1.38%,4.331M,6.64M,13.173B,15.75
20,HBANO,Huntington Bancshares Incorporated,25.34,+0.05,+0.20%,"7,270","37,100",13.16B,25.75
21,HAT.L,H&T Group plc,330.00,+11.50,+3.61%,"8,983","40,410",131.552M,7.53
22,VLYB34.SA,Valley National Bancorp,38.45,0.00,0.00%,0,40,15.338B,50.79
23,NBC.F,National Bank of Canada,39.20,-0.80,-2.00%,81,39,13.016B,8.78
24,OIG.L,Oryx International Growth Fund Limited,925.00,+37.50,+4.23%,"3,005","5,901",131.277M,10.09
25,1031.HK,Kingston Financial Group Limited,0.960,+0.080,+9.09%,1.538M,"302,272",13.07B,33.10
26,ASEI.L,Aberdeen Standard Equity Income Trust plc,269.00,-1.00,-0.37%,"45,143","120,975",130.381M,N/A
27,8704.T,"Traders Holdings Co.,Ltd.",89.00,0.00,0.00%,"911,500",3.118M,12.975B,5.85
28,RIII.L,Rights & Issues Investment Trust Ord,"1,715.25",-22.25,-1.28%,763,"8,122",129.335M,9.89
29,TW,Tradeweb Markets Inc.,57.29,+0.98,+1.74%,"319,156",1.223M,12.941B,108.50
30,002839.SZ,"Jiangsu Zhangjiagang Rural Commercial Bank  Co., Ltd.",7.14,+0.16,+2.29%,160.877M,35.241M,12.906B,15.16
31,0056.HK,Allied Properties (H.K.) Limited,1.890,0.000,0.00%,"549,961",1.568M,12.875B,4.47
32,CAY.L,Charles Stanley Group PLC,246.64,+0.64,+0.26%,"9,127","14,585",128.469M,8.97
33,4310.T,Dream Incubator Inc.,"1,317.00",-33.00,-2.44%,"12,000","13,809",12.841B,N/A
34,DNSKF,Danske Bank A/S,14.52,0.00,0.00%,"4,278","1,327",12.387B,5.12
35,JPXGY,"Japan Exchange Group, Inc.",11.89,-0.15,-1.25%,"11,626","30,432",12.967B,N/A
36,BRNA.L,BlackRock North American Income Trust plc,156.50,-1.50,-0.95%,"84,922","185,082",127.084M,11.02
37,FITB,Fifth Third Bancorp,17.84,-0.22,-1.23%,2.06M,8.784M,12.699B,7.80
38,SYF,Synchrony Financial,21.73,-0.06,-0.28%,1.902M,9.208M,12.684B,4.84
39,GU8.F,Aviva plc,3.1340,-0.0950,-2.94%,60,"1,930",11.997B,8.54
40,OAP3.L,Octopus Apollo VCT,41.20,0.00,0.00%,"2,098","2,994",126.457M,25.75
41,NSEA.F,"Nomura Holdings, Inc.",4.0400,+0.0600,+1.51%,"1,500",63,12.548B,14.64
42,NOFI.OL,Norwegian Finans Holding ASA,67.65,-1.75,-2.52%,"256,870","605,039",12.63B,6.78
43,MTB,M&T Bank Corporation,98.29,-0.25,-0.26%,"211,267","946,569",12.607B,7.95
44,GBMO.MX,"Corporativo GBM, S.A.B. de C.V.",8.24,0.00,0.00%,26,"92,813",12.604B,N/A
45,QHH.F,"Dai-ichi Life Holdings, Inc.",10.90,-0.20,-1.80%,284,35,12.471B,3.98
46,DNKEY,Danske Bank A/S,7.17,0.00,0.00%,105,"106,714",12.387B,N/A
47,TGOPF,3i Group plc,10.27,0.00,0.00%,213,"2,316",12.891B,4.96
48,AUGM.L,Augmentum Fintech PLC,107.50,+0.50,+0.47%,"39,551","342,311",125.621M,N/A
49,FANDF,FirstRand Limited,2.2400,0.0000,0.00%,3,"1,653",12.501B,N/A
50,CARERATING.NS,CARE Ratings Limited,424.85,+5.15,+1.23%,"204,331","81,218",12.517B,15.19
51,QBE.AX,QBE Insurance Group Limited,9.58,-0.12,-1.24%,8.624M,7.966M,12.502B,23.08
52,BRAP4.SA,Bradespar S.A.,37.09,+0.56,+1.53%,1.11M,2.384M,12.496B,"2,318.12"
53,CARERATING.BO,CARE Ratings Limited,423.95,+4.40,+1.05%,"8,768","4,285",12.495B,15.16
54,BRAP3.SA,Bradespar S.A.,33.65,+0.45,+1.36%,"1,800","19,229",12.474B,"2,103.12"
55,SULA3.SA,Sul America S.A.,21.00,+0.39,+1.89%,"1,100","5,450",12.446B,7.89
