,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
48,4FX.F,"Kimberly-Clark de Mexico, S. A. B. de C. V.",1.3500,-0.0300,-2.17%,730,268,4.165B,19.29
49,ASIAN.BK,Asian Sea Corporation Public Company Limited,7.65,-0.10,-1.29%,5.592M,7.455M,4.152B,23.32
50,31V.F,Vinda International Holdings Limited,3.5000,+0.1800,+5.42%,"1,479",323,4.238B,46.05
51,600313.SS,"Zhongnongfa Seed Industry Group Co., Ltd.",3.8300,+0.0200,+0.52%,52.493M,54.859M,4.145B,255.33
52,LOPE,"Grand Canyon Education, Inc.",87.22,-0.92,-1.04%,"59,037","384,766",4.127B,16.34
53,4645.T,"Ichishin Holdings Co.,Ltd.",387.00,0.00,0.00%,200,"2,562",4.104B,362.02
54,FWF.F,"Flowers Foods, Inc.",19.40,0.00,0.00%,10,4,4.119B,44.19
55,0032.HK,The Cross-Harbour (Holdings) Limited,10.960,-0.060,-0.54%,"72,284","86,256",4.085B,5.62
56,LBR.JO,Libstar Holdings Limited,685.00,-11.00,-1.58%,7.805M,"536,994",4.081B,"1,473.12"
57,UVAN-R.BK,Univanich Palm Oil Public Company Limited,4.3200,0.0000,0.00%,"73,500","3,976",4.106B,17.14
58,600695.SS,"Shanghai Greencourt Investment Group Co., Ltd.",8.89,+0.23,+2.66%,48.118M,20.533M,4.095B,N/A
59,UVAN.BK,Univanich Palm Oil Public Company Limited,4.3200,0.0000,0.00%,"73,500","163,308",4.061B,17.14
60,SCST.ST,Scandi Standard AB (publ),62.10,-1.10,-1.74%,"28,857","116,443",4.06B,20.72
61,ASIAN-R.BK,Asian Sea Corporation Public Company Limited,7.65,-0.10,-1.29%,5.592M,"689,768",4.159B,23.32
62,VTSYF,Vitasoy International Holdings Limited,3.9000,0.0000,0.00%,200,"2,898",4.069B,46.43
63,BSEV3.SA,Biosev S.A.,3.9500,+0.0500,+1.28%,"101,900","129,809",4.031B,N/A
64,PM-R.BK,Premier Marketing Public Company Limited,6.75,0.00,0.00%,"394,600","34,426",3.943B,16.15
65,AXL1.F,Axfood AB (publ),18.83,-0.03,-0.16%,250,0,3.969B,22.82
66,300359.SZ,"Qtone Education Group (Guangdong) Co.,Ltd",6.34,+0.01,+0.16%,16.187M,9.212M,4.02B,N/A
67,58U.F,Uni-President China Holdings Ltd,0.9050,-0.0050,-0.55%,100,94,3.978B,25.14
68,PM.BK,Premier Marketing Public Company Limited,6.75,0.00,0.00%,"394,600","579,279",4.001B,16.15
69,600467.SS,"Shandong Homey Aquatic Development Co.,Ltd.",2.7300,+0.0200,+0.74%,56.23M,56.875M,3.989B,58.09
70,1756.HK,Huali University Group Limited,3.320,-0.060,-1.78%,2.874M,2.018M,3.984B,N/A
71,S-&-J.BK,S & J International Enterprises Public Company Limited,26.50,-1.00,-3.64%,400,"2,128",3.973B,N/A
72,GO,Grocery Outlet Holding Corp.,43.49,+0.20,+0.46%,"140,016",1.691M,3.952B,"5,436.25"
73,MSON-A.ST,Midsona AB (publ),60.50,-0.50,-0.82%,112,"1,154",3.895B,22.87
74,2917.T,"Ohmoriya Co.,Ltd.",777.00,+15.00,+1.97%,"2,300","2,907",3.941B,22.26
75,PPC,Pilgrim's Pride Corporation,15.94,-0.47,-2.86%,"507,772",1.312M,3.933B,9.06
76,UFH.F,US Foods Holding Corp.,17.20,0.00,0.00%,388,75,3.835B,20.65
77,SALMON.OL,Salmones Camanchaca S.A.,54.80,-0.20,-0.36%,"108,997","1,703",3.892B,118.10
78,MSON-B.ST,Midsona AB (publ),60.00,-0.40,-0.66%,"13,958","62,725",3.901B,22.68
79,300175.SZ,"Lontrue Co., Ltd.",8.27,+0.29,+3.63%,13.017M,11.685M,3.894B,168.78
80,1082.HK,Hong Kong Education (Int'l) Investments Limited,0.870,+0.070,+8.75%,8.612M,1.936M,476.387M,N/A
81,TATYF,Tate & Lyle plc,8.16,0.00,0.00%,"1,893",522,3.888B,13.00
82,002702.SZ,"Haixin Foods Co., Ltd.",8.09,-0.08,-0.98%,37.754M,32.53M,3.889B,252.81
83,2747.T,"Hokuyu Lucky Co.,Ltd.","3,075.00",+50.00,+1.65%,800,384,3.887B,16.46
84,603668.SS,"Fujian Tianma Science and Technology Group Co., Ltd",11.34,+0.87,+8.31%,17.836M,9.771M,3.863B,62.65
85,600439.SS,"Henan Rebecca Hair Products Co., Ltd.",3.4100,+0.0200,+0.59%,21.813M,11.596M,3.86B,21.86
86,TATYY,Tate & Lyle plc,32.75,-0.92,-2.73%,309,"1,619",3.782B,13.04
87,2779.HK,China Xinhua Education Group Limited,2.390,-0.110,-4.40%,1.341M,2.001M,3.845B,N/A
88,1935.HK,JH Educational Technology INC.,2.400,0.000,0.00%,1.426M,1.077M,3.842B,N/A
89,6AA0.F,AAK AB (publ.),14.92,-0.13,-0.86%,20,12,3.814B,25.42
90,DAR,Darling Ingredients Inc.,23.67,-0.09,-0.38%,"176,948",1.052M,3.831B,10.47
91,NFR.F,Nisshin Seifun Group Inc.,12.60,0.00,0.00%,50,13,3.826B,18.83
92,3G3B.F,"Gruma, S.A.B. de C.V.",9.45,-0.30,-3.08%,150,31,3.801B,14.21
93,2058.F,"Higashimaru Co.,Ltd.",980.00,+5.00,+0.51%,200,275,3.8B,N/A
94,LC1.F,Lancaster Colony Corporation,138.00,-1.00,-0.72%,15,1,3.828B,27.22
95,RFG.JO,Rhodes Food Group Holdings Limited,"1,449.00",-77.00,-5.05%,"29,692","224,773",3.791B,"1,773.56"
96,002330.SZ,"Shandong Delisi Food Co., Ltd.",7.55,+0.08,+1.07%,14.301M,13.221M,3.79B,290.38
97,2911.T,"Asahimatsu Foods Co., Ltd.","2,094.00",+20.00,+0.96%,200,618,3.787B,14.52
98,CCL.F,Coca-Cola Amatil Limited,5.13,-0.21,-3.92%,"1,500",191,3.757B,10.89
99,600359.SS,"Xinjiang Talimu Agriculture Development Co., Ltd.",9.88,+0.28,+2.92%,45.499M,46.045M,3.769B,210.21
0,603630.SS,"Lafang China Co.,Ltd",16.58,+0.72,+4.54%,9.137M,5.306M,3.759B,202.20
1,CBCFF,"Calbee, Inc.",27.00,0.00,0.00%,100,96,3.791B,19.96
2,SHG.JO,Sea Harvest Group Limited,"1,350.00",-45.00,-3.23%,"68,313","100,901",3.743B,942.08
3,GLOBUSSPR.NS,Globus Spirits Limited,129.85,-0.40,-0.31%,"95,951","99,336",3.74B,7.49
4,GLOBUSSPR.BO,Globus Spirits Limited,129.75,-0.80,-0.61%,"6,207","8,865",3.728B,7.49
5,VADILALIND.BO,Vadilal Industries Limited,519.85,-0.15,-0.03%,571,565,3.737B,9.03
6,AVADHSUGAR.NS,Avadh Sugar & Energy Limited,186.65,-2.80,-1.48%,"32,221","61,200",3.72B,4.22
7,TWPC.BK,Thai Wah Public Company Limited,4.2400,+0.1200,+2.91%,8.676M,2.765M,3.733B,62.35
8,AVADHSUGAR.BO,Avadh Sugar & Energy Limited,186.40,-2.20,-1.17%,"4,427","6,802",3.731B,4.21
9,1217.TW,AGV Products Corporation,7.51,+0.07,+0.94%,2.29M,3.702M,3.714B,62.58
10,0NH.F,Nomad Foods Limited,18.50,0.00,0.00%,52,78,3.77B,21.24
11,VADILALIND.NS,Vadilal Industries Limited,517.20,-3.30,-0.63%,"1,606","4,645",3.714B,8.98
12,LST.BK,Lam Soon (Thailand) Public Company Limited,4.5200,-0.0200,-0.44%,"287,300","436,574",3.706B,8.93
13,LST-R.BK,Lam Soon (Thailand) Public Company Limited,4.5200,-0.0200,-0.44%,"287,300","10,562",3.773B,8.93
14,BKFKF,P/F Bakkafrost,63.30,0.00,0.00%,35,550,3.649B,20.84
15,6PP.F,Pilgrim's Pride Corporation,14.80,+0.30,+2.07%,173,33,3.654B,8.41
16,000523.SZ,"Lonkey Industrial Co.,Ltd.Guangzhou",5.88,0.00,0.00%,13.469M,6.768M,3.69B,122.50
17,300094.SZ,"Zhanjiang Guolian Aquatic Products Co., Ltd.",4.0100,+0.0500,+1.26%,11.876M,10.612M,3.687B,N/A
18,0R1.F,Royal Unibrew A/S,75.22,-0.28,-0.37%,250,7,3.722B,N/A
19,1380.T,"Akikawa Foods & Farms Co., Ltd.",882.00,+15.00,+1.73%,"3,500","7,943",3.677B,51.79
20,ADH.JO,ADvTECH Limited,670.00,-1.00,-0.15%,"197,093","747,088",3.677B,769.23
21,KROT.ME,Joint-Stock Company Krasnyj Octyabr,349.00,+3.00,+0.87%,"7,190","1,587",3.69B,9.31
22,GKD.F,"Grand Canyon Education, Inc.",76.50,-2.50,-3.16%,20,0,3.57B,14.33
23,2894.T,"Ishii Food Co., Ltd.",217.00,0.00,0.00%,"8,000","18,881",3.662B,N/A
24,4319.T,"TAC Co.,Ltd.",197.00,-3.00,-1.50%,"27,900","132,256",3.645B,35.39
25,LYKO-A.ST,Lyko Group AB (publ),238.00,-8.00,-3.25%,"16,907","16,923",3.644B,N/A
26,NI6.F,NH Foods Ltd.,34.60,-0.40,-1.14%,50,0,3.653B,11.45
27,002732.SZ,"Guangdong Yantang Dairy Co., Ltd.",23.04,+0.33,+1.45%,2.364M,2.457M,3.625B,28.17
28,CLBEY,"Calbee, Inc.",7.12,0.00,0.00%,"1,759","5,299",3.791B,21.05
29,ISM.F,PT Indofood Sukses Makmur Tbk,0.3840,+0.0040,+1.05%,"3,000","1,424",3.591B,12.80
30,CHAMANSEQ.BO,Chaman Lal Setia Exports Ltd.,69.80,+0.50,+0.72%,"143,646","40,016",3.611B,6.88
31,600186.SS,Lotus Health Group Company,2.6100,+0.0200,+0.77%,25.899M,18.507M,3.602B,29.33
32,COH.JO,Curro Holdings Limited,873.00,-7.00,-0.80%,"208,807","585,950",3.598B,"1,781.63"
33,HTC.BK,Haad Thip Public Company Limited,17.80,-0.10,-0.56%,"176,800","368,293",3.577B,10.02
34,LYSFF,Leroy Seafood Group ASA,5.99,0.00,0.00%,10,98,3.542B,9.37
35,MORI.BA,Morixe Hermanos S.A.C.I.,16.05,+0.55,+3.55%,"122,908","631,923",3.562B,80.65
36,HTC-R.BK,Haad Thip Public Company Limited,17.80,-0.10,-0.56%,"176,800","30,554",3.571B,10.02
37,1233.TW,"Ten Ren Tea Co., Ltd.",38.15,-0.05,-0.13%,"57,000","22,110",3.546B,28.90
38,600361.SS,"Beijing Hualian Hypermarket Co., Ltd.",5.32,+0.18,+3.50%,26.512M,19.054M,3.542B,33.46
39,FRPT,"Freshpet, Inc.",87.94,+1.28,+1.48%,"38,111","446,141",3.541B,N/A
40,TNR-R.BK,"Thai Nippon Rubber Industry Public Co., Ltd.",11.00,-0.40,-3.51%,"245,800",680,3.725B,30.64
41,RUCHINFRA.NS,Ruchi Infrastructure Limited,19.15,-1.00,-4.96%,"62,248","249,091",3.521B,N/A
42,RUCHINFRA.BO,Ruchi Infrastructure Limited,17.15,-0.90,-4.99%,"96,581","24,522",3.52B,N/A
43,TACC-R.BK,T.A.C. Consumer Public Company Limited,5.60,+0.55,+10.89%,37.447M,"316,080",3.572B,19.86
44,7555.T,"Ota Floriculture Auction Co.,Ltd.",689.00,0.00,0.00%,100,553,3.505B,73.03
45,CGUSY,"Casino, Guichard-Perrachon Societe Anonyme",6.87,0.00,0.00%,756,"1,916",3.791B,31.14
46,MFI.TO,Maple Leaf Foods Inc.,28.08,-0.47,-1.65%,"39,111","303,075",3.479B,166.15
47,000833.SZ,"Guangxi Yuegui Guangye Holdings Co., Ltd.",5.20,+0.31,+6.34%,16.377M,9.294M,3.476B,73.24
48,600191.SS,"Baotou Huazi Industry Co., Ltd",7.15,+0.13,+1.85%,44.072M,32.285M,3.467B,N/A
49,603696.SS,"Anji Foodstuff Co., Ltd",14.70,-0.25,-1.67%,18.61M,15.901M,3.457B,86.47
50,4380.T,M - mart Inc.,"1,410.00",-55.00,-3.75%,"4,900","9,309",3.448B,37.89
51,PFGC,Performance Food Group Company,25.90,-0.62,-2.35%,"297,066",2.158M,3.431B,27.97
52,NI3.F,Nichirei Corporation,25.20,0.00,0.00%,108,1,3.423B,20.18
53,DOD-R.BK,DOD Biotech Public Company Limited,8.35,0.00,0.00%,4.398M,N/A,3.424B,46.65
54,DOD.BK,DOD Biotech Public Company Limited,8.35,0.00,0.00%,4.398M,5.144M,3.424B,46.65
55,KTD.F,Koolearn Technology Holding Limited,3.4800,+0.2400,+7.41%,"1,909",67,3.42B,N/A
56,STRA,"Strategic Education, Inc.",153.49,-4.44,-2.81%,"37,060","214,893",3.41B,32.33
57,TACC.BK,T.A.C. Consumer Public Company Limited,5.60,+0.55,+10.89%,37.447M,7.676M,3.405B,19.86
58,KERVT.IS,Kerevitas Gida Sanayi ve Ticaret A.S.,5.14,+0.03,+0.59%,20.897M,13.415M,3.403B,27.49
59,002772.SZ,"Tianshui Zhongxing Bio-technology Co.,Ltd.",9.25,+0.09,+0.98%,13.849M,11.641M,3.401B,43.22
60,9CB.F,"Calbee, Inc.",24.80,+0.20,+0.81%,64,1,3.379B,18.33
61,TLY.F,Tate & Lyle plc,7.32,+0.04,+0.49%,10,141,3.455B,11.65
62,TIPCO.BK,Tipco Foods Public Company Limited,7.00,-0.10,-1.41%,1.722M,1.426M,3.378B,N/A
63,43D.F,Darling Ingredients Inc.,20.60,-0.40,-1.90%,150,5,3.335B,9.11
64,FQVTF,Fevertree Drinks Plc,29.00,0.00,0.00%,"1,076",659,3.358B,48.58
65,600616.SS,Shanghai Jinfeng Wine Company Limited,6.51,+0.10,+1.56%,14.784M,6.806M,3.35B,N/A
66,41G1.SG,Greggs plc,17.57,-0.22,-1.24%,0,123,2.822B,22.35
67,7073.T,"JAIC Co.,Ltd.","3,765.00",+45.00,+1.21%,200,"4,510",3.34B,24.37
68,8PO.F,POLA Orbis Holdings Inc.,14.70,-0.40,-2.65%,500,0,3.321B,12.57
69,B4B3.DE,Metro AG,9.34,+0.40,+4.47%,"6,369","1,016",3.267B,N/A
70,CAJ.F,"Casino, Guichard-Perrachon Societe Anonyme",31.08,-0.10,-0.32%,"1,144",30,3.341B,N/A
71,7427.T,"Echo Trading Co., Ltd.",551.00,-2.00,-0.36%,"4,500","6,237",3.32B,70.66
72,TNR.BK,"Thai Nippon Rubber Industry Public Co., Ltd.",11.00,-0.40,-3.51%,"245,800","191,129",3.3B,30.64
73,CRL.L,Creightons Plc,50.90,-8.10,-13.73%,"537,942","143,075",32.956M,11.57
74,B4B3.F,Metro AG,9.02,+0.20,+2.27%,637,123,3.198B,N/A
75,CO.PA,"Casino, Guichard-Perrachon Societe Anonyme",30.30,-0.83,-2.67%,"131,776","279,593",3.262B,N/A
76,HAIN,"The Hain Celestial Group, Inc.",31.88,-0.03,-0.09%,"140,020",1.11M,3.25B,N/A
77,PBH.TO,Premium Brands Holdings Corporation,87.00,-0.01,-0.01%,"8,550","112,625",3.254B,37.15
78,CAJ.DU,"Casino, Guichard-Perrachon Societe Anonyme",30.27,-0.98,-3.14%,35,0,3.246B,N/A
79,6BF.F,P/F Bakkafrost,54.95,+1.95,+3.68%,57,591,3.344B,N/A
80,CCOJY,Coca-Cola Bottlers Japan Holdings Inc.,8.86,0.00,0.00%,25,"1,945",3.217B,24.85
81,XO-R.BK,Exotic Food Public Company Limited,6.95,-0.15,-2.11%,1.356M,"38,403",3.105B,29.70
82,600730.SS,"China Hi-Tech Group Co., Ltd.",5.49,+0.19,+3.58%,22.804M,7.828M,3.221B,N/A
83,4920.T,"Nippon Shikizai, Inc.","1,534.00",-17.00,-1.10%,200,885,3.215B,11.36
84,BSD.L,B.S.D Crown Ltd.,24.60,+0.10,+0.41%,"870,749","3,032",31.818M,22.36
85,COTY,Coty Inc.,4.1510,-0.1190,-2.79%,4.05M,18.95M,3.168B,N/A
86,0411.HK,Lam Soon (Hong Kong) Limited,13.000,0.000,0.00%,"3,000","6,650",3.188B,9.03
87,3143.T,O'will Corporation,"1,000.00",-16.00,-1.57%,"2,800","6,296",3.15B,6.67
88,BRFS,BRF S.A.,3.9100,+0.0700,+1.82%,"492,928",3.314M,3.16B,N/A
89,VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,83.85,-0.20,-0.24%,"22,872","19,465",3.166B,N/A
90,7538.T,"Daisui Co.,Ltd.",228.00,+1.00,+0.44%,"3,600","4,068",3.129B,18.63
91,4720.T,"Johnan Academic Preparatory Institute, Inc.",388.00,+4.00,+1.04%,"2,400","9,596",3.125B,10.45
92,MEO.VI,Metro AG,8.60,0.00,0.00%,0,92,3.127B,N/A
93,GLB.L,Glanbia plc,10.12,-0.37,-3.53%,"37,295","48,883",2.896B,16.62
94,3536.T,"Axas Holdings Co.,Ltd.",102.00,0.00,0.00%,"58,700","407,103",3.093B,"3,090.91"
95,7443.T,"Yokohama Gyorui Co., Ltd.",494.00,-3.00,-0.60%,"2,200","2,028",3.091B,N/A
96,FIZZ,National Beverage Corp.,65.95,-0.08,-0.12%,"50,185","254,501",3.075B,23.72
97,SZU.F,Sudzucker AG,14.78,-0.10,-0.67%,"6,837","1,387",3.016B,N/A
98,P5F.F,Performance Food Group Company,22.80,-0.60,-2.56%,50,20,3.073B,24.62
99,Z1L.F,Leroy Seafood Group ASA,5.22,-0.08,-1.51%,"1,010",649,3.084B,8.17
0,SQE.F,"Strategic Education, Inc.",139.00,-4.00,-2.80%,10,1,3.015B,29.28
1,B4B.F,Metro AG,8.40,-0.21,-2.46%,"2,154","4,741",3.05B,N/A
2,D7V.F,PT Mayora Indah Tbk,0.1270,0.0000,0.00%,"2,000",0,3.083B,21.17
3,B4B.DE,Metro AG,8.37,-0.24,-2.79%,"435,252",1.099M,3.04B,N/A
4,2683.T,"Uoki Co.,Ltd.","1,190.00",+9.00,+0.76%,800,"1,548",3.039B,58.44
5,000716.SZ,"Nanfang Black Sesame Group Co., Ltd.",4.0700,+0.0300,+0.74%,30.505M,27.667M,3.038B,N/A
6,7FP.F,"Freshpet, Inc.",76.50,-2.00,-2.55%,12,33,3.006B,N/A
7,002094.SZ,"Qingdao Kingking Applied Chemistry Co., Ltd.",4.3900,+0.0500,+1.15%,20.332M,18.181M,3.033B,N/A
8,UTTAMSUGAR.NS,Uttam Sugar Mills Limited,78.65,+0.30,+0.38%,"20,247","38,734",3.003B,5.81
9,SZU.VI,Sudzucker AG,14.79,-0.16,-1.07%,0,0,3.004B,N/A
10,GL9.F,Glanbia plc,9.98,-0.09,-0.84%,30,35,2.977B,16.38
11,SZU.DE,Sudzucker AG,14.69,-0.18,-1.21%,"114,984","318,900",2.999B,N/A
12,GL9.IR,Glanbia plc,10.13,-0.01,-0.10%,"72,946","573,450",2.999B,16.63
13,SFM,"Sprouts Farmers Market, Inc.",25.42,-0.74,-2.83%,"720,037",2.525M,2.994B,16.28
14,UTTAMSUGAR.BO,Uttam Sugar Mills Limited,78.55,+0.10,+0.13%,"6,939","3,785",2.996B,5.81
15,6010.SR,The National Agricultural Development Company,29.35,+0.25,+0.86%,"568,984",1.213M,2.983B,205.24
16,RAFL.BO,Raghuvansh Agrofarms Limited,250.00,0.00,0.00%,"5,000",576,2.979B,37.26
17,ENG.ST,Internationella Engelska Skolan i Sverige Holdings II AB (publ),73.20,-0.60,-0.81%,"20,082","25,421",2.938B,12.34
18,FV8.F,Fevertree Drinks Plc,25.33,+0.60,+2.43%,8,157,3.041B,42.43
19,2750.T,"S.Ishimitsu & Co.,Ltd.",384.00,0.00,0.00%,500,"4,067",2.96B,29.90
20,XO.BK,Exotic Food Public Company Limited,6.95,-0.15,-2.11%,1.356M,1.649M,2.952B,29.70
21,3978.HK,China Beststudy Education Group,3.470,0.000,0.00%,1.811M,1.504M,2.949B,N/A
22,3JS.F,JS Global Lifestyle Company Limited,0.8200,-0.0500,-5.75%,N/A,0,2.843B,43.16
23,PRMW.TO,Primo Water Corporation,18.27,-0.25,-1.35%,"23,360","176,679",2.92B,95.65
24,KAYA.NS,Kaya Limited,223.10,+0.75,+0.34%,"13,155","31,709",2.915B,N/A
25,GUS.L,Gusbourne PLC,62.50,0.00,0.00%,"3,006","3,852",29.049M,N/A
26,HF1.F,"The Hain Celestial Group, Inc.",28.02,+0.60,+2.21%,"1,000",121,2.94B,N/A
27,KAYA.BO,Kaya Limited,222.05,-1.35,-0.60%,"5,047","6,884",2.887B,N/A
28,1FA.F,"Sprouts Farmers Market, Inc.",23.60,+0.20,+0.85%,10,23,2.747B,15.12
29,P5Y.F,BRF S.A.,3.4800,-0.0400,-1.14%,270,204,2.712B,N/A
30,4678.T,"SHUEI YOBIKO Co., Ltd.",428.00,+3.00,+0.71%,"5,000","10,095",2.872B,5.36
31,CCW.F,Coca-Cola Bottlers Japan Holdings Inc.,15.50,+0.10,+0.65%,10,13,2.863B,21.74
32,6AH.F,Ausnutria Dairy Corporation Ltd,1.7600,+0.0600,+3.53%,650,570,2.957B,28.39
33,603059.SS,"Perfect Group Corp., Ltd",28.49,+0.44,+1.57%,2.039M,1.628M,2.849B,28.78
34,MTS.AX,Metcash Limited,2.7800,+0.0600,+2.21%,8.322M,7.073M,2.842B,N/A
35,BLDN.QA,Baladna Q.P.S.C.,1.4880,+0.0380,+2.62%,6.665M,5.718M,2.829B,N/A
36,EBRO.MC,"Ebro Foods, S.A.",18.30,-0.06,-0.33%,"17,212","84,435",2.816B,18.45
37,CCU,Compania Cervecerias Unidas S.A.,15.19,-0.42,-2.69%,"43,260","211,040",2.789B,6.00
38,IFBAGRO.BO,IFB Agro Industries Limited,300.40,-3.95,-1.30%,591,582,2.814B,9.76
39,CUPID.NS,Cupid Limited,211.05,-3.95,-1.84%,"139,031","81,688",2.814B,7.07
40,ROSSELLIND.BO,Rossell India Limited,76.65,-0.55,-0.71%,"3,485","1,107",2.813B,15.15
41,CUPID.BO,Cupid Limited,210.45,-4.70,-2.18%,"12,841","8,215",2.807B,7.05
42,IFBAGRO.NS,IFB Agro Industries Limited,299.25,-5.20,-1.71%,"8,251","5,895",2.802B,9.73
43,ROSSELLIND.NS,Rossell India Limited,77.00,-0.60,-0.77%,"35,446","7,633",2.811B,15.22
44,4705.T,CLIP Corporation,733.00,0.00,0.00%,800,"1,953",2.797B,14.81
45,CO3A.F,Coty Inc.,3.6600,-0.1375,-3.62%,"1,235","9,779",2.793B,N/A
46,AZU.F,"Ebro Foods, S.A.",18.22,-0.12,-0.65%,330,137,2.806B,18.37
47,600084.SS,"Citic Guoan Wine CO.,LTD",2.4800,+0.0300,+1.22%,9.364M,4.134M,2.787B,N/A
48,KROTP.ME,Joint-Stock Company Krasnyj Octyabr RUB1 PRF(RUB),261.00,+1.00,+0.38%,450,845,2.406B,90.66
49,20V.F,National Beverage Corp.,58.00,+1.50,+2.65%,63,56,2.794B,20.86
50,WEY.L,Wey Education plc,20.00,-1.30,-6.10%,"167,017","352,293",27.696M,66.67
51,O5I.F,Olam International Limited,0.8750,0.0000,0.00%,"1,000","2,736",2.817B,7.95
52,600249.SS,"Liuzhou Liangmianzhen Co., Ltd.",5.01,+0.11,+2.24%,20.02M,12.348M,2.756B,N/A
53,600371.SS,"WanXiang Doneed Co.,  Ltd.",12.22,+0.27,+2.26%,17.121M,20.497M,3.61B,60.20
54,600540.SS,"Xinjiang Sayram Modern Agriculture Co., Ltd",5.82,+0.21,+3.74%,43.549M,39.169M,2.741B,83.14
55,2708.T,"Kuze Co.,Ltd.",737.00,-12.00,-1.60%,200,845,2.728B,N/A
56,ARCUS.OL,Arcus ASA,39.90,0.00,0.00%,"4,404","35,368",2.714B,15.72
57,COASTCORP.BO,Coastal Corporation Limited,266.20,-2.65,-0.99%,"7,772","8,435",2.707B,7.85
58,4918.T,Ivy Cosmetics Corporation,701.00,-7.00,-0.99%,"1,400","2,176",2.707B,N/A
59,FOODSIN.BO,Foods and Inns Limited,53.35,+1.65,+3.19%,"120,060","46,259",2.686B,22.80
60,TSTE.BK,Thai Sugar Terminal Public Company Limited,7.00,0.00,0.00%,400,"1,201",2.683B,14.61
61,9778.T,"Subaru Co., Ltd.","4,540.00",0.00,0.00%,200,301,2.683B,33.13
62,1383.T,"Berg Earth Co.,Ltd.","2,112.00",+19.00,+0.91%,500,"6,542",2.682B,N/A
63,LCCTF,L'Occitane International S.A.,1.8800,+0.0650,+3.58%,"28,000","1,138",2.749B,N/A
64,TWOU,"2U, Inc.",41.78,+2.65,+6.77%,"654,825",1.919M,2.672B,N/A
65,RMLI.TA,Rami Levi Chain Stores Hashikma Marketing 2006 Ltd,"19,320.00",-40.00,-0.21%,"17,146","23,512",2.661B,"2,284.77"
66,1230.HK,Yashili International Holdings Ltd,0.560,+0.010,+1.82%,2.121M,1.48M,2.658B,20.88
67,03F.F,IDP Education Limited,9.25,-0.50,-5.13%,50,31,2.614B,62.08
68,1525.HK,Shanghai Gench Education Group Limited,6.350,+0.240,+3.93%,"856,500","887,452",2.635B,N/A
69,TSTE-R.BK,Thai Sugar Terminal Public Company Limited,7.00,0.00,0.00%,400,0,2.627B,14.61
70,ANIM3.SA,Anima Holding S.A.,24.99,-0.33,-1.30%,"78,100","640,964",2.624B,N/A
71,SANO1.TA,Sano Bruno's Enterprises Ltd,"23,340.00",0.00,0.00%,857,"1,102",2.623B,"1,583.88"
72,8BI.F,Health and Happiness (H&H) International Holdings Limited,3.9800,-0.0200,-0.50%,9,0,2.591B,18.43
73,KAMART.BK,Karmarts Public Company Limited,2.9600,-0.0200,-0.67%,1.557M,3.813M,2.605B,12.03
74,002820.SZ,"Tianjin Guifaxiang 18th Street Mahua Food Co.,Ltd.",12.68,+0.43,+3.51%,6.245M,4.116M,2.597B,42.98
75,COGNY,Cogna Educacao S.A.,1.3600,-0.1000,-6.85%,"2,051","112,867",2.405B,N/A
76,MLFNF,Maple Leaf Foods Inc.,20.89,-0.13,-0.60%,"1,315","3,861",2.596B,24.04
77,BYOT.L,Byotrol plc,5.89,-0.31,-5.00%,"573,873",2.605M,25.931M,29.45
78,002495.SZ,"Guangdong Jialong Food Co., Ltd.",2.7700,+0.0300,+1.09%,14.68M,16.721M,2.592B,307.78
79,RE.L,R.E.A. Holdings plc,59.10,+3.60,+6.49%,"7,001","113,168",25.896M,N/A
80,CVU.F,Compania Cervecerias Unidas S.A.,13.80,0.00,0.00%,20,9,2.534B,5.45
81,1235.TW,"Shin Tai Industry Co., Ltd.",27.00,+0.70,+2.66%,1.039M,"99,843",2.585B,38.57
82,CAREERP.BO,Career Point Limited,142.05,-1.70,-1.18%,"9,876","4,894",2.58B,9.49
83,7515.T,Maruyoshi Center Inc.,"2,774.00",+75.00,+2.78%,"1,700",229,2.575B,15.62
84,ARCE,Arco Platform Limited,46.47,+4.15,+9.82%,"156,817","284,666",2.553B,911.08
85,CAREERP.NS,Career Point Limited,141.70,-1.95,-1.36%,"58,492","66,453",2.575B,9.47
86,KWPCY,Kewpie Corporation,36.20,0.00,0.00%,699,30,2.574B,15.96
87,BTVCY,Britvic plc,19.72,+0.07,+0.36%,"1,860","18,070",2.565B,16.91
88,2YU.F,China YuHua Education Corporation Limited,0.7450,0.0000,0.00%,"1,250","14,486",2.514B,31.04
89,BANVT.IS,Banvit Bandirma Vitaminli Yem Sanayii Anonim Sirketi,25.40,-0.42,-1.63%,"608,761",1.075M,2.541B,28.25
90,SAFM,"Sanderson Farms, Inc.",113.66,-0.16,-0.14%,"176,043","331,358",2.528B,N/A
91,SEIL.BO,Shanti Educational Initiatives Limited,157.00,+1.00,+0.64%,80,546,2.528B,"1,467.29"
92,JLMORI.BO,J. L. Morison (India) Limited,"1,850.00",+44.95,+2.49%,193,64,2.525B,60.70
93,603536.SS,"Shandong Huifa Foodstuff Co.,Ltd.",15.03,+0.12,+0.80%,8.235M,9.425M,2.525B,148.81
94,AKO-B,Embotelladora Andina S.A.,15.91,-0.09,-0.55%,"2,476","8,108",2.51B,16.68
