,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
18,GREENPLY.NS,Greenply Industries Limited,93.40,+5.35,+6.08%,1.301M,"195,800",11.44B,24.26
19,000789.SZ,"Jiangxi Wannianqing Cement Co., Ltd.",14.33,+0.19,+1.34%,29.346M,24.098M,11.426B,8.14
20,HLBZF,HeidelbergCement AG,54.99,0.00,0.00%,620,561,10.907B,8.80
21,NGDA.F,Kirkland Lake Gold Ltd.,40.46,+2.46,+6.47%,"1,998","2,231",11.506B,13.90
22,1726.TW,"Yung Chi Paint & Varnish Mfg.Co.,Ltd",70.20,0.00,0.00%,"22,000","19,800",11.372B,15.74
23,000936.SZ,"Jiangsu Huaxicun Co., Ltd.",12.81,+0.34,+2.73%,73.056M,52.759M,11.35B,224.74
24,AOD1.F,AngloGold Ashanti Limited,27.24,+0.05,+0.18%,"2,595","1,700",11.345B,106.82
25,AHKSF,Asahi Kasei Corporation,7.93,-0.12,-1.49%,916,"4,932",10.845B,6.84
26,4031.T,Katakura & Co-op Agri Corporation,"1,234.00",-5.00,-0.40%,"5,100","3,439",11.231B,13.68
27,NUO.F,Nucor Corporation,36.40,0.00,0.00%,100,54,10.963B,14.12
28,2330.SR,Advanced Petrochemical Company,51.80,-0.30,-0.58%,"540,113","427,858",11.213B,15.98
29,EVK.MI,Evonik Industries AG,23.95,0.00,0.00%,50,80,11.207B,5.57
30,000758.SZ,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",5.67,+0.52,+10.10%,81.625M,26.334M,11.166B,N/A
31,EVK.VI,Evonik Industries AG,24.06,0.00,0.00%,20,11,11.207B,5.60
32,VITROA.MX,"Vitro, S.A.B. de C.V.",23.28,+0.20,+0.87%,36,"24,100",11.154B,66.32
33,002002.SZ,"Hongda Xingye Co., Ltd.",4.3000,+0.1600,+3.86%,102.578M,34.352M,11.132B,17.70
34,002240.SZ,Guangdong Weihua Corporation,14.95,+0.19,+1.29%,31.033M,16.109M,11.122B,N/A
35,PKX.F,POSCO,34.40,+0.40,+1.18%,25,19,11.114B,3.99
36,EVK.F,Evonik Industries AG,23.85,-0.12,-0.50%,780,"1,982",11.151B,5.55
37,EVK.DE,Evonik Industries AG,23.71,-0.34,-1.41%,"424,160",1.028M,11.049B,5.52
38,CLNINDIA.BO,Clariant Chemicals (India) Limited,477.45,+17.95,+3.91%,"17,367","6,930",11.02B,21.74
39,1718.TW,China Man-Made Fiber Corporation,6.79,+0.07,+1.04%,2.82M,4.25M,11.007B,N/A
40,601969.SS,"Hainan Mining Co., Ltd.",5.63,+0.31,+5.83%,19.163M,5.974M,11.005B,125.11
41,SHG.L,Shanta Gold Limited,13.86,+0.61,+4.60%,6.54M,3.381M,110.039M,N/A
42,CLNINDIA.NS,Clariant Chemicals (India) Limited,477.45,+17.05,+3.70%,"207,563","77,140",10.999B,21.74
43,MT.VI,ArcelorMittal,9.98,-0.21,-2.03%,"13,163","20,987",10.872B,N/A
44,600259.SS,"Rising Nonferrous Metals Share Co.,Ltd.",36.32,+3.30,+9.99%,24.007M,6.544M,10.961B,336.30
45,ARRD.DE,ArcelorMittal,9.99,-0.16,-1.58%,"77,936","161,384",10.922B,N/A
46,OYAKC.IS,OYAK Cimento Fabrikalari Anonim Sirketi,9.42,-0.45,-4.56%,34.089M,N/A,10.925B,64.52
47,MTS.MC,ArcelorMittal,9.99,-0.18,-1.76%,"597,322",1.292M,10.902B,N/A
48,MT.AS,ArcelorMittal,10.00,-0.16,-1.54%,3.635M,9.272M,10.927B,N/A
49,NST.AX,Northern Star Resources Limited,14.84,+0.90,+6.46%,4.596M,5.77M,10.892B,48.34
50,GFLLIMITED.NS,GFL Limited,99.75,-0.30,-0.30%,"48,858","57,846",10.974B,1.52
51,002258.SZ,"Lier Chemical Co.,LTD.",20.75,+0.90,+4.53%,21.342M,11.816M,10.881B,33.74
52,600409.SS,"Tangshan Sanyou Chemical Industries Co.,Ltd",5.26,+0.21,+4.16%,71.398M,21.011M,10.858B,38.96
53,2310.SR,Sahara International Petrochemical Company,14.80,-0.20,-1.33%,3.504M,3.356M,10.842B,75.90
54,1308.TW,Asia Polymer Corporation,19.55,-0.05,-0.26%,2.271M,2.567M,10.838B,13.12
55,600307.SS,"Gansu Jiu Steel Group Hongxing Iron & Steel Co.,Ltd.",1.7300,+0.0600,+3.59%,75.323M,28.923M,10.836B,11.69
56,3023.T,Rasa Corporation,928.00,-5.00,-0.54%,"15,000","15,812",10.79B,6.35
57,AHKSY,Asahi Kasei Corporation,15.52,-0.23,-1.46%,"7,776","69,416",10.848B,6.69
58,SLP.L,Sylvania Platinum Limited,39.62,-0.88,-2.16%,"515,405",1.374M,107.721M,3.30
59,ARRD.F,ArcelorMittal,9.94,-0.16,-1.54%,"18,750","5,601",10.926B,N/A
60,5484.T,"Tohoku Steel Co., Ltd.","1,426.00",+8.00,+0.56%,"1,200","1,950",10.736B,7.36
61,N7MG.F,"Public Joint Stock Company ""Novolipetsk Steel""",17.76,+0.08,+0.45%,80,133,10.708B,8.54
62,000935.SZ,"SICHUAN SHUANGMA CEMENT CO., Ltd",14.04,+0.12,+0.86%,13.478M,5.964M,10.719B,15.62
63,DTEX3.SA,Duratex S.A.,15.48,+0.75,+5.09%,1.269M,3.42M,10.683B,24.85
64,DEEPAKFERT.BO,Deepak Fertilisers And Petrochemicals Corporation Limited,119.40,+1.75,+1.49%,"159,894","100,745",10.661B,12.15
65,DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,119.35,+1.65,+1.40%,2.093M,1.435M,10.652B,12.14
66,NLMK.VI,"Public Joint Stock Company ""Novolipetsk Steel""",17.78,+0.03,+0.17%,0,23,10.678B,8.55
67,4409.T,"Toho Chemical Industry Company, Limited",495.00,+6.00,+1.23%,"8,600","5,328",10.557B,7.66
68,ARRJ.F,ArcelorMittal,9.55,-0.20,-2.05%,25,190,10.869B,N/A
69,AVTR,"Avantor, Inc.",18.22,-0.23,-1.25%,"715,309",4.073M,10.483B,N/A
70,CRPR.L,James Cropper PLC,"1,100.00",-50.00,-4.35%,280,"6,695",105.103M,21.78
71,603733.SS,"Xianhe Co.,Ltd.",17.16,-0.48,-2.72%,14.824M,3.745M,10.502B,20.77
72,FG1.F,Antofagasta plc,10.72,+0.06,+0.52%,1,41,10.683B,21.06
73,4999.T,"Cemedine Co., Ltd.",696.00,+2.00,+0.29%,"5,900","2,748",10.426B,13.18
74,7531.T,Seiwa Chuo Holdings Corporation,"2,649.00",-101.00,-3.67%,300,43,10.373B,30.60
75,2034.TW,"YC Inox Co.,Ltd",25.45,+0.05,+0.20%,"718,000","477,832",10.361B,20.20
76,1711.TW,Everlight Chemical Industrial Corporation,18.90,+1.50,+8.62%,18.472M,3.135M,10.353B,34.36
77,002155.SZ,Hunan Gold Corporation Limited,8.60,+0.19,+2.26%,39.725M,21.794M,10.338B,145.76
78,EVN.AX,Evolution Mining Limited,6.06,+0.08,+1.34%,9.472M,15.237M,10.328B,37.64
79,600740.SS,"Shanxi Coking Co., Ltd.",5.20,+0.05,+0.97%,46.572M,14.089M,10.248B,100.00
80,AVTR-PA,"Avantor, Inc.",62.20,-0.15,-0.24%,"18,976","122,500",10.224B,N/A
81,39EA.SG,"Ganfeng Lithium Co., Ltd.",5.07,+0.21,+4.21%,"2,000","1,162",10.33B,N/A
82,GGC-R.BK,Global Green Chemicals Public Company Limited,9.95,-0.25,-2.45%,16.955M,N/A,10.186B,32.84
83,GGC.BK,Global Green Chemicals Public Company Limited,9.95,-0.25,-2.45%,16.955M,4.007M,10.186B,32.84
84,603601.SS,"Chongqing Zaisheng Technology Co., Ltd.",14.17,-0.18,-1.25%,54.745M,30.395M,10.185B,54.50
85,600141.SS,"Hubei Xingfa Chemicals Group Co., Ltd.",9.87,+0.22,+2.28%,24.245M,10.156M,10.18B,35.63
86,39EA.F,"Ganfeng Lithium Co., Ltd.",5.20,+0.36,+7.55%,"8,001","1,190",10.661B,N/A
87,002545.SZ,Qingdao East Steel Tower Stock Co.Ltd,8.18,+0.05,+0.62%,19.826M,17.579M,10.176B,31.46
88,1305.TW,China General Plastics Corporation,19.25,+0.05,+0.26%,1.272M,3.195M,10.145B,13.21
89,CE,Celanese Corporation,85.75,-2.24,-2.55%,"131,612","975,087",10.138B,14.32
90,KSL.BO,Kalyani Steels Limited,232.15,+18.15,+8.48%,"93,613","11,641",10.134B,7.42
91,DNK.L,Danakali Limited,33.99,+4.49,+15.22%,"1,768","6,429",103.506M,N/A
92,KSL.NS,Kalyani Steels Limited,231.40,+16.90,+7.88%,1.329M,"111,697",10.078B,7.40
93,4100.T,Toda Kogyo Corp.,"1,754.00",-45.00,-2.50%,"13,800","17,831",10.11B,N/A
94,002497.SZ,"Sichuan Yahua Industrial Group Co., Ltd.",10.56,-0.15,-1.40%,56.465M,38.697M,10.109B,234.67
95,300576.SZ,"Shenzhen RongDa Photosensitive Science & Technology Co., Ltd.",64.73,+2.93,+4.74%,18.465M,14.051M,10.098B,270.84
96,002768.SZ,"Qingdao Gon Technology Co., Ltd.",37.15,+2.83,+8.25%,19.965M,12.678M,10.077B,23.95
97,3878.T,"Tomoegawa Co., Ltd.",995.00,-44.00,-4.23%,"166,700","13,896",10.073B,19.75
98,ORISSAMINE.NS,The Orissa Minerals Development Company Limited,"1,671.85",-17.70,-1.05%,"16,529","9,730",10.026B,N/A
99,AFEP.JO,AECI Ltd,"1,315.00",0.00,0.00%,"1,974","1,943",10.03B,111.54
0,4972.T,"Soken Chemical & Engineering Co., Ltd.","1,220.00",+11.00,+0.91%,"3,600","8,601",10.024B,6.15
1,ORISSAMINE.BO,The Orissa Minerals Development Company Limited,"1,669.30",-19.40,-1.15%,"1,153","1,128",9.459B,N/A
2,S32.AX,South32 Limited,2.0600,0.0000,0.00%,10.221M,19.254M,9.983B,N/A
3,ASAA.F,Asahi Kasei Corporation,7.05,+0.20,+2.92%,200,556,10.017B,6.08
4,4064.T,"Nippon Carbide Industries Co., Inc.","1,204.00",-2.00,-0.17%,"108,800","116,076",9.976B,5.67
5,4987.T,"Teraoka Seisakusho Co., Ltd.",391.00,-7.00,-1.76%,"13,300","24,487",9.905B,66.47
6,5632.T,"Mitsubishi Steel Mfg. Co., Ltd.",643.00,-7.00,-1.08%,"42,600","51,295",9.892B,N/A
7,1905.TW,Chung Hwa Pulp Corporation,8.95,0.00,0.00%,1.849M,2.178M,9.87B,N/A
8,USIM5.SA,Usinas Siderurgicas de Minas Gerais S.A.,7.65,+0.20,+2.68%,5.608M,23.544M,9.829B,N/A
9,CBUMY,China National Building Material Company Limited,58.99,-1.46,-2.42%,160,"2,008",9.568B,375.73
10,600075.SS,"Xinjiang Tianye Co., Ltd.",7.22,+0.11,+1.55%,93.363M,8.65M,9.817B,267.41
11,300429.SZ,"Changzhou Tronly New Electronic Materials Co., Ltd.",19.03,-0.14,-0.73%,52.392M,25.843M,9.805B,68.21
12,USIM3.SA,Usinas Siderurgicas de Minas Gerais S.A.,8.24,+0.15,+1.85%,"125,200","26,410",9.815B,N/A
13,SOTL.NS,Savita Oil Technologies Limited,690.10,+0.50,+0.07%,"1,720","1,932",9.722B,9.05
14,SOTL.BO,Savita Oil Technologies Limited,692.00,+1.55,+0.22%,576,213,9.737B,9.08
15,BRG.OL,Borregaard ASA,97.70,-0.80,-0.81%,"83,019","80,329",9.73B,24.86
16,CNS.SG,China Steel Corporation,12.30,+0.10,+0.82%,0,4,9.734B,N/A
17,AVG.F,"Avantor, Inc.",16.20,-0.20,-1.22%,100,53,9.27B,N/A
18,RPM,RPM International Inc.,74.96,-0.70,-0.93%,"90,785","678,346",9.707B,29.82
19,PHILIPCARB.BO,Phillips Carbon Black Limited,113.15,+0.95,+0.85%,"574,145","151,902",19.5B,6.78
20,PHILIPCARB.NS,Phillips Carbon Black Limited,113.15,+0.85,+0.76%,5.659M,1.401M,19.483B,6.78
21,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,152.85,-1.90,-1.23%,"47,034","95,312",9.643B,5.28
22,AVG.SG,"Avantor, Inc.",16.10,+0.30,+1.90%,0,2,9.563B,N/A
23,5018.T,MORESCO Corporation,"1,004.00",-16.00,-1.57%,"5,000","21,284",9.637B,12.42
24,SESHAPAPER.BO,Seshasayee Paper and Boards Limited,152.70,-2.10,-1.36%,"5,878","5,881",9.63B,5.27
25,AFE.JO,AECI Ltd,"8,000.00",+104.00,+1.32%,"95,620","179,059",9.605B,678.54
26,4231.T,Tigers Polymer Corporation,480.00,-13.00,-2.64%,"4,800","11,531",9.603B,43.25
27,0691.HK,China Shanshui Cement Group Limited,2.200,+0.040,+1.85%,"617,000","369,979",9.579B,2.90
28,SEOAY,Stora Enso Oyj,12.15,+0.11,+0.87%,614,"24,741",9.578B,9.31
29,600072.SS,"CSSC Science & Technology Co., Ltd.",13.00,+1.18,+9.98%,58.589M,10.737M,9.571B,166.67
30,MBH.L,Michelmersh Brick Holdings plc,102.00,+0.50,+0.49%,"31,662","100,979",95.592M,11.09
31,601028.SS,"Jiangsu Yulong Steel Pipe Co., Ltd.",12.19,+0.07,+0.58%,9M,6.828M,9.545B,193.49
32,STEAV.HE,Stora Enso Oyj,12.10,-0.05,-0.41%,"1,249","41,750",9.542B,11.93
33,GNENF,"Ganfeng Lithium Co., Ltd.",4.8000,0.0000,0.00%,725,779,11.212B,N/A
34,HEIU.F,HeidelbergCement AG,9.40,-0.15,-1.57%,10,112,9.492B,8.55
35,KGC,Kinross Gold Corporation,7.56,+0.13,+1.75%,7.772M,19.313M,9.555B,12.19
36,RBP.JO,Royal Bafokeng Platinum Limited,"3,700.00",+35.00,+0.95%,"121,471","507,867",9.513B,"14,122.14"
37,YARIY,Yara International ASA,17.74,+0.01,+0.06%,574,"21,740",9.614B,24.99
38,RTS2.F,PAO Severstal,10.93,-0.02,-0.18%,"8,400",668,9.278B,6.64
39,EMN,Eastman Chemical Company,69.60,-1.70,-2.38%,"242,324",1.372M,9.458B,11.85
40,AVTR.VI,"Avantor, Inc.",16.10,0.00,0.00%,0,0,9.385B,N/A
41,5234.TW,Daxin Materials Corporation,92.00,+0.80,+0.88%,"746,000","223,504",9.45B,14.22
42,5282.T,GEOSTR Corporation,302.00,-3.00,-0.98%,"54,500","52,506",9.448B,17.89
43,HEIU.SG,HeidelbergCement AG,9.30,-0.20,-2.11%,0,69,9.44B,8.46
44,SVST.VI,PAO Severstal,11.06,+0.06,+0.55%,0,12,9.346B,6.72
45,HEI.MI,HeidelbergCement AG,47.31,-1.55,-3.17%,170,837,9.337B,8.60
46,HEI.F,HeidelbergCement AG,47.35,-1.39,-2.85%,"1,219","6,174",9.368B,8.61
47,603113.SS,"Jinneng Science & Technology Co., Ltd.",13.92,+0.10,+0.72%,18.85M,8.775M,9.409B,11.54
48,AUCOY,Polymetal International plc,20.17,0.00,0.00%,358,"1,339",9.438B,19.97
49,BNTGF,Brenntag AG,54.90,0.00,0.00%,120,643,8.78B,18.45
50,DG3.F,Celanese Corporation,77.50,-2.00,-2.52%,55,49,8.966B,12.95
51,601069.SS,"Western Region Gold Co., Ltd.",14.75,+0.20,+1.37%,21.504M,9.679M,9.381B,"1,843.75"
52,300829.SZ,"Henan Jindan Lactic Acid Technology Co., Ltd",82.99,+0.30,+0.36%,3.082M,6.228M,9.37B,55.36
53,300428.SZ,"Hebei Sitong New Metal Material Co., Ltd",16.20,+0.68,+4.38%,12.252M,5.063M,9.37B,22.85
54,HEI.DE,HeidelbergCement AG,47.24,-1.36,-2.80%,"473,526",1.193M,9.373B,8.59
55,000603.SZ,Shengda Mining Co.Ltd.,13.57,+0.43,+3.27%,23.93M,14.521M,9.363B,30.43
56,ENUA.F,Stora Enso Oyj,11.85,+0.15,+1.28%,"2,500",52,9.345B,11.69
57,1110.TW,"Southeast Cement Co.,Ltd.",16.35,-0.10,-0.61%,"33,000","61,540",9.318B,N/A
58,0581.HK,China Oriental Group Company Limited,2.500,+0.180,+7.76%,8.256M,4.449M,9.306B,2.60
59,300568.SZ,"Shenzhen Senior Technology Material Co., LTD",20.69,0.00,0.00%,16.072M,6.945M,9.281B,117.56
60,1333.HK,China Zhongwang Holdings Limited,1.700,+0.050,+3.03%,10.439M,11.374M,9.264B,3.54
61,GUBRF.IS,Gubre Fabrikalari T.A.S.,27.70,+0.36,+1.32%,6.162M,5.713M,9.252B,N/A
62,002428.SZ,"Yunnan Lincang Xinyuan Germanium Industry Co.,LTD",14.16,+0.39,+2.83%,57.062M,22.59M,9.248B,N/A
63,PAAS.TO,Pan American Silver Corp.,43.80,+2.85,+6.96%,"323,770","995,729",9.198B,310.64
64,SUZ,Suzano S.A.,6.80,+0.13,+1.95%,"64,475","303,041",9.271B,N/A
65,CJRCF,China Resources Cement Holdings Limited,1.2800,0.0000,0.00%,"5,000","1,955",9.099B,N/A
66,CARCY,China Resources Cement Holdings Limited,37.45,0.00,0.00%,126,693,9.099B,N/A
67,300655.SZ,"Suzhou Crystal Clear Chemical Co.,Ltd.",48.55,+0.10,+0.21%,15.426M,11.232M,9.133B,247.70
68,000612.SZ,"JiaoZuo WanFang Aluminum Manufacturing Co., Ltd",7.66,+0.70,+10.06%,106.903M,39.765M,9.132B,35.30
69,603688.SS,"Jiangsu Pacific Quartz Co., Ltd",26.16,+0.28,+1.08%,8.536M,5.771M,9.071B,54.73
70,PETKM.IS,Petkim Petrokimya Holding A.S.,4.2800,-0.1400,-3.17%,323.353M,103.115M,9.039B,13.99
71,EXCELINDUS.NS,Excel Industries Limited,716.85,-14.80,-2.02%,"26,308","43,876",8.999B,9.38
72,4093.T,"Toho Acetylene Co., Ltd.","1,290.00",-3.00,-0.23%,700,"2,593",9.012B,9.76
73,000910.SZ,"Dare Power Dekor Home Co.,Ltd.",16.28,+0.46,+2.91%,16.133M,11.739M,9.003B,15.00
74,EXCELINDUS.BO,Excel Industries Limited,716.00,-14.65,-2.01%,"3,533","4,561",9.001B,9.37
75,ANDHRAPAP.NS,Andhra Paper Limited,225.50,-5.05,-2.19%,"223,139","234,950",8.976B,4.21
76,D1Y.F,China National Building Material Company Limited,1.0300,+0.0200,+1.98%,195,350,8.84B,6.56
77,OAL.NS,Oriental Aromatics Limited,264.45,-3.05,-1.14%,"69,662","26,060",8.955B,10.33
78,4366.T,Daito Chemix Corporation,831.00,+97.00,+13.22%,"554,900","136,532",8.922B,17.02
79,1310.TW,Taiwan Styrene Monomer Corporation,16.90,0.00,0.00%,1.136M,1.773M,8.903B,37.72
80,MONDY,Mondi plc,36.65,-0.17,-0.48%,672,"6,919",8.876B,11.33
81,002547.SZ,"Suzhou Chunxing Precision Mechanical Co., Ltd.",7.89,+0.15,+1.94%,70.077M,25.516M,8.9B,N/A
82,MONDF,Mondi plc,18.31,0.00,0.00%,712,"1,230",8.918B,11.32
83,NISTF,Nippon Steel Corporation,9.43,0.00,0.00%,25,"1,020",8.732B,N/A
84,603378.SS,"Asia Cuanon Technology (Shanghai) Co., Ltd.",45.40,+1.50,+3.42%,1.531M,1.69M,8.844B,123.71
85,BNTGY,Brenntag AG,11.45,+0.21,+1.87%,"1,641","52,525",8.944B,19.24
86,688299.SS,"Ningbo Solartron Technology Co.,Ltd.",31.20,+1.09,+3.62%,6.04M,4.127M,8.816B,47.42
87,2250.SR,Saudi Industrial Investment Group,19.56,-0.16,-0.81%,"375,115","559,581",8.802B,34.62
88,NPSCY,Nippon Steel Corporation,9.38,0.00,0.00%,"4,067","2,475",8.732B,N/A
89,GFI,Gold Fields Limited,10.03,+0.15,+1.52%,2.723M,7.914M,8.895B,52.79
90,600477.SS,"Hang Xiao Steel Structure Co.,Ltd",4.0800,+0.0700,+1.75%,46.092M,17.504M,8.787B,14.07
91,7940.T,"Wavelock Holdings Co., Ltd.",919.00,-10.00,-1.08%,"287,500","704,481",8.767B,7.97
92,1907.HK,China Risun Group Limited,2.140,+0.020,+0.94%,2.145M,2.633M,8.753B,N/A
93,EAC.F,Eastman Chemical Company,62.90,-0.37,-0.58%,40,30,8.516B,10.71
94,INSECTICID.BO,Insecticides (India) Limited,422.90,+6.50,+1.56%,"4,613","5,580",8.74B,10.06
95,INSECTICID.NS,Insecticides (India) Limited,422.15,+5.45,+1.31%,"458,018","73,537",8.719B,10.04
96,603916.SS,"Sobute New Materials Co., Ltd",28.06,+0.23,+0.83%,5.358M,5.431M,8.716B,24.64
97,3708.TW,"Swancor Holding Co., LTD.",95.60,+5.70,+6.34%,4.193M,1.198M,8.7B,11.04
98,2233.HK,West China Cement Limited,1.600,+0.020,+1.27%,21.04M,26.672M,8.7B,4.33
99,GRAUWEIL.BO,Grauer & Weil (India) Limited,38.30,+1.85,+5.08%,"565,834","146,873",8.683B,12.69
0,SATIA.BO,Satia Industries Limited,86.55,+13.05,+17.76%,"9,292","1,128",8.655B,9.43
1,SOLVY,Solvay SA,8.26,0.00,0.00%,"1,916","1,924",8.468B,8.38
2,600997.SS,"Kailuan Energy Chemical Co.,Ltd.",5.43,+0.11,+2.07%,24.259M,8.033M,8.622B,7.87
3,EDG.F,Gold Fields Limited,8.90,+0.80,+9.88%,"39,455","1,449",8.511B,46.84
4,SATIA.NS,Satia Industries Limited,86.25,+12.50,+16.95%,"139,187","11,472",8.596B,9.40
5,INDIAGLYCO.BO,India Glycols Limited,278.10,-4.00,-1.42%,"25,756","28,195",8.61B,7.51
6,INDIAGLYCO.NS,India Glycols Limited,277.90,-4.25,-1.51%,"316,043","328,154",8.603B,7.50
7,SVCBY,Svenska Cellulosa Aktiebolaget SCA (publ),12.18,+0.23,+1.92%,100,"2,567",8.546B,22.39
8,0639.HK,Shougang Fushan Resources Group Limited,1.620,+0.030,+1.89%,6.13M,3.162M,8.589B,7.53
9,SVCBF,Svenska Cellulosa Aktiebolaget SCA (publ),12.09,0.00,0.00%,"3,475",674,8.385B,22.22
10,5695.T,"Powdertech Co., Ltd.","2,895.00",+17.00,+0.59%,"1,400",664,8.579B,7.84
11,RP8.F,RPM International Inc.,66.50,0.00,0.00%,20,0,8.754B,26.45
12,4364.T,Manac Incorporated,"1,056.00",+13.00,+1.25%,"220,300","137,720",8.545B,21.16
13,5387.T,"Chiyoda Ute Co., Ltd.",364.00,-1.00,-0.27%,"1,600","1,306",8.488B,N/A
14,BTO.TO,B2Gold Corp.,8.14,+0.21,+2.65%,2.737M,7.87M,8.466B,24.30
15,KIN2.F,Kinross Gold Corporation,6.60,-0.04,-0.59%,"4,560","13,729",8.254B,10.65
16,MTLHY,Mitsubishi Chemical Holdings Corporation,28.60,-0.60,-2.05%,172,"1,124",8.095B,4.22
17,STERV.HE,Stora Enso Oyj,10.70,-0.11,-0.97%,"671,400",2.337M,8.442B,10.56
18,TRANSPEK.BO,Transpek Industry Limited,"1,511.55",+0.65,+0.04%,"21,176","5,297",8.443B,11.57
19,4627.T,"Natoco Co., Ltd.","1,119.00",0.00,0.00%,100,"1,551",8.441B,9.56
20,KIN2.DE,Kinross Gold Corporation,6.70,+0.11,+1.64%,"14,774","19,183",8.439B,10.81
21,PM6.F,Polymetal International plc,17.56,-0.38,-2.09%,500,892,8.169B,17.38
22,SAGCEM.NS,Sagar Cements Limited,376.10,-0.85,-0.23%,"15,185","23,843",8.387B,30.43
23,ENUR.F,Stora Enso Oyj,10.64,-0.20,-1.85%,300,614,8.387B,10.49
24,PM6.MU,Polymetal International plc,17.58,+0.29,+1.70%,10,47,8.486B,17.41
25,COIHY,Croda International Plc,33.08,+0.08,+0.24%,115,"3,374",8.675B,26.91
26,GOCLCORP.BO,GOCL Corporation Limited,168.85,-3.75,-2.17%,321,748,8.37B,16.89
27,COIHF,Croda International Plc,64.70,0.00,0.00%,759,272,8.654B,26.31
28,SAGCEM.BO,Sagar Cements Limited,375.25,-2.10,-0.56%,"1,627","1,936",8.359B,30.36
29,PAN.JO,Pan African Resources PLC,429.00,+23.00,+5.67%,4.277M,3.86M,8.205B,"16,500.00"
30,IU2.F,Yara International ASA,31.07,-0.57,-1.80%,600,291,8.342B,21.88
31,FNLPF,Fresnillo Plc,11.55,+0.27,+2.39%,"2,936","13,448",8.345B,41.70
32,300769.SZ,"Shenzhen Dynanonic Co., Ltd",107.00,+1.57,+1.49%,2.032M,1.617M,8.331B,98.26
33,C44.F,China Resources Cement Holdings Limited,1.1200,0.0000,0.00%,"1,465",70,8.044B,8.30
34,PAUSHAKLTD.BO,Paushak Limited,"2,684.25",+99.40,+3.85%,"3,058","1,239",8.273B,23.70
35,002596.SZ,"Hainan RuiZe New Building Material Co.,Ltd",7.20,+0.08,+1.12%,60.18M,40.505M,8.273B,N/A
36,BODALCHEM.NS,Bodal Chemicals Limited,67.60,+0.45,+0.67%,1.085M,"786,370",8.263B,9.33
37,BODALCHEM.BO,Bodal Chemicals Limited,67.50,+0.40,+0.60%,"85,759","84,044",8.257B,9.32
38,ALB,Albemarle Corporation,77.52,-0.48,-0.62%,"366,145",1.317M,8.242B,16.25
39,BEPL.BO,Bhansali Engineering Polymers Limited,49.75,-1.80,-3.49%,"160,534","74,570",8.254B,12.31
40,002407.SZ,"Do-Fluoride Chemicals Co., Ltd.",12.06,+0.44,+3.79%,38.264M,11.509M,8.248B,N/A
41,3030.SR,Saudi Cement Company,53.90,-0.80,-1.46%,"389,269","450,087",8.247B,17.64
42,CAPD.L,Capital Limited,60.20,-1.80,-2.90%,"56,589","104,912",82.463M,7.92
43,BEPL.NS,Bhansali Engineering Polymers Limited,49.70,-1.80,-3.50%,"929,632","620,223",8.254B,12.30
44,FM.TO,First Quantum Minerals Ltd.,11.91,+0.57,+5.03%,1.468M,3.316M,8.211B,N/A
45,RGLD,"Royal Gold, Inc.",125.46,+0.59,+0.47%,"208,472","660,535",8.228B,46.64
46,603599.SS,"Anhui Guangxin Agrochemical Co., Ltd.",17.72,+0.18,+1.03%,6.642M,6.142M,8.234B,16.88
47,7891.T,"Japan U-Pica Company,Ltd.","2,988.00",0.00,0.00%,200,192,8.209B,54.01
48,9TO.F,Toyota Tsusho Corporation,22.60,+0.60,+2.73%,90,41,8.141B,6.47
49,2362.HK,Jinchuan Group International Resources Co. Ltd,0.650,+0.020,+3.17%,4.76M,3.552M,8.196B,9.35
50,NDEKY,Nitto Denko Corporation,27.20,-0.41,-1.48%,"5,067","7,401",8.248B,12.77
51,GALLISPAT.BO,Gallantt Ispat Limited,29.00,+0.50,+1.75%,"2,664","4,366",8.188B,13.55
52,USSX34.SA,United States Steel Corporation,36.33,-0.67,-1.81%,20,85,8.034B,N/A
53,000059.SZ,"North Huajin Chemical Industries Co.,Ltd",5.08,+0.10,+2.01%,18.95M,10.525M,8.125B,N/A
54,600490.SS,"Pengxin International Mining Co.,Ltd",3.6500,+0.1200,+3.40%,39.915M,12.865M,8.088B,38.83
55,TNPL.NS,Tamil Nadu Newsprint and Papers Limited,116.60,-2.65,-2.22%,"694,788","510,552",8.067B,6.21
56,EDGA.F,Gold Fields Limited,8.88,+0.17,+2.00%,"1,050","7,783",7.901B,46.72
57,TNPL.BO,Tamil Nadu Newsprint and Papers Limited,116.60,-2.60,-2.18%,"60,834","34,030",8.07B,6.21
58,GALLISPAT.NS,Gallantt Ispat Limited,28.70,+0.20,+0.70%,"55,549","35,792",8.104B,13.41
59,002145.SZ,"CNNC Hua Yuan Titanium Dioxide Co., Ltd",5.06,+0.08,+1.61%,41.515M,24.827M,8.052B,16.54
60,600399.SS,"Fushun Special Steel Co.,LTD.",4.0800,0.0000,0.00%,24.979M,9.679M,8.046B,24.73
61,SMMYY,"Sumitomo Metal Mining Co., Ltd.",7.39,0.00,0.00%,"1,727","3,006",8.043B,8.22
62,8007.T,"Takashima & Co., Ltd.","1,788.00",+6.00,+0.34%,"2,100","4,489",8.036B,6.50
