,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
11,2210.SR,Nama Chemicals Co.,19.72,+0.04,+0.20%,"574,611","663,836",463.814M,N/A
12,T70.F,Tredegar Corporation,13.50,0.00,0.00%,150,0,450.029M,74.59
13,TAINWALCHM.NS,Tainwala Chemicals and Plastics (India) Limited,49.40,+0.30,+0.61%,"6,619","6,516",466.343M,10.67
14,NOM.OL,Nordic Mining ASA,2.3400,+0.0200,+0.86%,"265,718",1.08M,462.131M,N/A
15,ADB.BK,Applied DB Public Company Limited,0.7700,0.0000,0.00%,"211,000","296,054",462M,12.22
16,K21.F,Kraton Corporation,14.90,+0.60,+4.20%,50,163,483.59M,1.94
17,REC.BR,Recticel SA/NV,8.35,-0.25,-2.91%,"51,633","69,332",461.017M,18.56
18,HWKN,"Hawkins, Inc.",43.19,-0.86,-1.95%,"8,784","42,122",457.516M,16.24
19,1932.HK,CPM Group Limited,0.460,+0.020,+4.55%,"40,000","15,347",460M,N/A
20,PATI4.SA,Panatlantica S.A.,28.00,0.00,0.00%,700,101,476.403M,5.04
21,TAINWALCHM.BO,Tainwala Chemicals and Plastics (India) Limited,49.00,-0.50,-1.01%,480,"1,534",458.829M,10.58
22,MUDA.KL,Muda Holdings Berhad,1.5000,0.0000,0.00%,"220,000","440,503",457.577M,11.03
23,FWG.F,Perenti Global Limited,0.6400,0.0000,0.00%,"2,600",92,458.426M,5.08
24,F0T.F,Forterra plc,1.8940,-0.1040,-5.21%,300,23,430.957M,6.01
25,900921.SS,"Danhua Chemical Technology Co.,Ltd",0.1870,+0.0020,+1.08%,1.071M,"421,071",432.789M,N/A
26,MHSG.F,Mechel PAO,1.4800,-0.0600,-3.90%,"1,000",297,464.59M,0.84
27,AEZ.F,Mercer International Inc.,6.75,-0.15,-2.17%,50,29,445.027M,N/A
28,AMG.AS,AMG Advanced Metallurgical Group N.V.,15.90,-0.48,-2.90%,"268,392","345,188",451.003M,N/A
29,GCM.TO,Gran Colombia Gold Corp.,7.31,+0.31,+4.43%,"282,952","494,288",448.103M,N/A
30,3FF.SG,FutureFuel Corp.,10.10,-0.20,-1.94%,0,0,438.381M,4.34
31,HINDADH.BO,Hindustan Adhesives Limited,87.40,-3.15,-3.48%,"8,614","3,606",447.165M,6.93
32,1312.HK,Tongfang Kontafarma Holdings Limited,0.080,+0.005,+6.67%,1.032M,1.865M,447.086M,N/A
33,FX9.F,Western Areas Limited,1.6100,-0.0600,-3.59%,130,391,434.294M,50.31
34,GSC.TO,Golden Star Resources Ltd.,4.0600,+0.1800,+4.64%,"11,610","42,217",446.149M,N/A
35,ADG.F,AMG Advanced Metallurgical Group N.V.,15.73,-0.45,-2.78%,20,82,451.566M,N/A
36,SCHN,"Schnitzer Steel Industries, Inc.",16.46,-0.33,-1.97%,"90,883","262,720",446.058M,130.63
37,YGW.F,"Yodogawa Steel Works, Ltd.",14.70,-0.30,-2.00%,44,0,442.08M,8.39
38,AK7.F,Alkane Resources Limited,0.7590,-0.0460,-5.71%,15,"2,604",426.489M,21.69
39,POLYG.ST,Polygiene AB (publ.),21.60,+0.60,+2.86%,"281,013","159,619",443.146M,N/A
40,MUX,McEwen Mining Inc.,1.1000,+0.0400,+3.77%,2.147M,4.169M,442.739M,N/A
41,IVP.BO,IVP Limited,42.80,-1.20,-2.73%,113,608,441.966M,N/A
42,ROGFF,Roxgold Inc.,1.1947,+0.0549,+4.82%,"15,426","73,640",444.98M,199.12
43,ISHANCH.BO,Ishan Dyes & Chemicals Limited,27.60,+1.00,+3.76%,"8,217","4,580",440.72M,4.74
44,IVP.NS,IVP Limited,42.55,-0.95,-2.18%,"1,960","1,777",444.435M,N/A
45,KESARPE.BO,Kesar Petroproducts Limited,4.5400,-0.0300,-0.66%,"60,732","22,862",438.896M,N/A
46,PLM,PolyMet Mining Corp.,0.4361,-0.0149,-3.30%,1.82M,7.213M,438.861M,N/A
47,WUC1.F,Lithium Americas Corp.,4.8220,+0.0220,+0.46%,10,893,430.472M,10.46
48,LEMSE.ST,Leading Edge Materials Corp.,0.9700,+0.0100,+1.04%,"34,786","64,301",85.558M,N/A
49,05EA.F,West Vault Mining Inc.,0.7560,+0.7560,+100.00%,N/A,N/A,364.446M,N/A
50,PIRGF,Premier Gold Mines Limited,1.8200,+0.1400,+8.33%,"47,778","68,122",432.791M,N/A
51,PB3.F,PolyMet Mining Corp.,0.3680,-0.0760,-17.12%,"3,000","1,861",332.569M,N/A
52,SKE.V,Skeena Resources Limited,2.6300,+0.0800,+3.14%,"576,086","339,112",432.903M,N/A
53,BASANTGL.BO,Basant Agro Tech (India) Limited,4.7700,-0.0800,-1.65%,"49,703","67,587",432.293M,5.48
54,S0K.F,Stelco Holdings Inc.,4.9400,-0.2100,-4.08%,12,0,449.936M,0.30
55,KEFI.L,KEFI Minerals Plc,1.0750,-0.0375,-3.37%,5.265M,19.527M,20.071M,N/A
56,FTTRF,Forterra plc,2.2921,0.0000,0.00%,"53,740",853,514.221M,N/A
57,SAM-R.BK,Samchai Steel Industries Public Company Limited,0.4100,0.0000,0.00%,"26,300","9,314",428.503M,N/A
58,SAM.BK,Samchai Steel Industries Public Company Limited,0.4100,0.0000,0.00%,"26,300",1.154M,428.503M,N/A
59,STC-R.BK,STC Concrete Product Public Company Limited,0.7400,+0.0700,+10.45%,42.364M,380,433.253M,13.70
60,2220.SR,National Metal Manufacturing and Casting Co.,15.18,+0.04,+0.26%,"413,815","462,168",426.742M,N/A
61,ALS.TO,Altius Minerals Corporation,10.22,+0.33,+3.34%,"30,196","62,083",425.597M,56.78
62,TIW-R.BK,Thailand Iron Works Public Company Limited,172.00,0.00,0.00%,300,0,410.889M,N/A
63,RTZ.F,Pan African Resources PLC,0.2070,+0.0125,+6.43%,"65,300","1,052",431.063M,7.96
64,WIPL.NS,The Western India Plywoods Limited,50.00,0.00,0.00%,"1,158","3,495",424.367M,34.01
65,STC.BK,STC Concrete Product Public Company Limited,0.7400,+0.0700,+10.45%,42.364M,1.085M,420.32M,13.70
66,PANCHMAHQ.BO,Panchmahal Steel Limited,22.00,+0.40,+1.85%,33,673,419.723M,N/A
67,PLR.F,Pilbara Minerals Limited,0.1826,+0.0001,+0.05%,"18,714","21,055",418.048M,N/A
68,A8U.F,Argonaut Gold Inc.,1.8100,+0.1310,+7.80%,"16,131","5,173",444.435M,N/A
69,3O1.F,Orocobre Limited,1.6000,+0.0475,+3.06%,"28,685","21,925",432.482M,26.67
70,CPHN.SW,CPH Chemie + Papier Holding AG,69.40,+0.20,+0.29%,98,509,416.36M,8.61
71,E3E.F,Elementis plc,0.7100,-0.0215,-2.94%,"1,000","1,771",403.513M,8.99
72,CHF.L,Chesterfield Resources plc,6.68,+0.65,+10.87%,1.114M,1.098M,4.137M,N/A
73,KP2.JO,Kore Potash plc,24.00,-1.00,-4.00%,"137,009","296,798",310.848M,N/A
74,AXU.TO,Alexco Resource Corp.,3.2800,+0.2400,+7.89%,"417,228","456,366",408.993M,205.00
75,SGL.VI,SGL Carbon SE,3.3100,-0.0650,-1.93%,0,84,399.921M,N/A
76,03N1.SG,Plastika Kritis S.A.,13.05,+0.30,+2.35%,0,0,404.939M,10.12
77,CENTEXT.BO,Century Extrusions Limited,5.09,+0.19,+3.88%,"163,715","107,538",407.2M,28.44
78,RXC.F,Sabina Gold & Silver Corp.,1.2630,+0.0310,+2.52%,"250,841","19,461",412.333M,N/A
79,VACD.F,Vallourec S.A.,34.71,-1.08,-3.02%,174,"1,667",403.587M,N/A
80,0103.HK,Shougang Concord Century Holdings Limited,0.213,-0.001,-0.47%,"320,000","366,093",405.509M,3.78
81,KOR.TO,Corvus Gold Inc.,3.2700,+0.0300,+0.93%,"110,281","187,154",405.441M,N/A
82,SKCIL.BO,Shri Keshav Cements and Infra Limited,33.65,+1.40,+4.34%,226,536,403.659M,N/A
83,APY.TO,Anglo Pacific Group plc,2.8200,0.0000,0.00%,160,298,404.735M,14.92
84,MOZ.TO,Marathon Gold Corporation,1.9800,+0.0500,+2.59%,"343,121","661,161",402.461M,N/A
85,TUD.V,Tudor Gold Corp.,2.6100,+0.0800,+3.16%,"429,532","346,926",401.937M,N/A
86,SGL.DE,SGL Carbon SE,3.2850,-0.0500,-1.50%,"58,333","202,141",401.66M,N/A
87,AVD,American Vanguard Corporation,13.31,-0.23,-1.70%,"23,539","145,401",401.48M,38.14
88,CENTEXT.NS,Century Extrusions Limited,5.10,+0.15,+3.03%,"660,060","281,234",403.879M,28.49
89,0827.HK,Ko Yo Chemical (Group) Limited,0.073,-0.006,-7.59%,"396,000","727,000",400.627M,N/A
90,US8A.F,McEwen Mining Inc.,0.9798,+0.0454,+4.86%,"20,405","11,350",395.517M,N/A
91,TMQ.TO,Trilogy Metals Inc.,2.8300,+0.0400,+1.43%,"3,700","13,777",398.085M,2.67
92,9C3.SG,Central Asia Metals plc,1.5280,+0.0160,+1.06%,0,53,280.776M,5.74
93,TBR.AX,Tribune Resources Limited,7.15,+0.10,+1.42%,"26,533","91,075",396.846M,23.60
94,THM,International Tower Hill Mines Ltd.,2.1200,+0.0300,+1.44%,1.391M,"729,154",401.808M,N/A
95,PLAKR.AT,Plastika Kritis S.A.,14.45,0.00,0.00%,"3,012",0,395.629M,11.21
96,VK.PA,Vallourec S.A.,34.42,-1.98,-5.43%,"71,645",1.266M,393.562M,N/A
97,MAANALU.BO,Maan Aluminium Limited,58.15,+0.95,+1.66%,"1,273","3,067",393.129M,4.42
98,USCR,"U.S. Concrete, Inc.",23.58,+0.12,+0.51%,"79,167","615,045",393.128M,26.95
99,PACIFICI.BO,Pacific Industries Limited,113.85,+4.75,+4.35%,"34,012","10,058",392.364M,6.35
0,RUPRF,Rupert Resources Ltd.,2.4251,-0.2158,-8.17%,"5,400","7,141",379.505M,N/A
1,BEDMUTHA.NS,Bedmutha Industries Limited,14.55,+0.45,+3.19%,"25,481","9,688",389.844M,N/A
2,SS1A.F,"Schnitzer Steel Industries, Inc.",14.70,-0.40,-2.65%,18,9,391.608M,116.67
3,SGL.F,SGL Carbon SE,3.2650,-0.1100,-3.26%,165,"5,222",394.484M,N/A
4,MYSORPETRO.BO,Mysore Petro Chemicals Limited,59.10,+7.40,+14.31%,"37,320","1,066",389.084M,8.01
5,MAANALU.NS,Maan Aluminium Limited,57.35,+0.25,+0.44%,"6,122","20,862",388.4M,4.36
6,MDI.TO,Major Drilling Group International Inc.,4.7900,+0.1900,+4.13%,"79,307","227,798",386.238M,N/A
7,6CH.F,China Hanking Holdings Limited,0.1860,+0.0210,+12.73%,"35,000",74,381.432M,N/A
8,TGPRO-R.BK,Thai-German Products Public Company Limited,0.0700,0.0000,0.00%,"352,300","124,514",385.422M,N/A
9,EPS.JO,Eastern Platinum Limited,270.00,0.00,0.00%,139,839,386.888M,N/A
10,CXBMF,Calibre Mining Corp.,1.1800,+0.0331,+2.89%,"56,867","117,632",388.753M,15.13
11,VARO.BK,Varopakorn Public Company Limited,3.8200,0.0000,0.00%,200,"9,438",381.626M,N/A
12,PAT.L,Panthera Resources PLC,4.5000,-0.2500,-5.26%,"2,430","18,211",3.812M,N/A
13,NAGPI.BO,Nagpur Power and Industries Limited,29.05,-1.50,-4.91%,26,30,380.424M,N/A
14,BEGR.ST,BE Group AB (publ),29.30,+0.60,+2.09%,"2,839","2,922",380.402M,54.66
15,HISARMETAL.NS,Hisar Metal Industries Limited,68.75,+0.60,+0.88%,"9,382","23,691",376.97M,9.50
16,M9K.F,Los Cerros Limited,0.0425,+0.0215,+102.38%,"3,341","6,388",8.791M,N/A
17,KOP,Koppers Holdings Inc.,18.00,+0.27,+1.52%,"115,656","275,480",377.671M,7.15
18,VRS,Verso Corporation,11.24,-0.33,-2.85%,"47,068","290,483",378.447M,3.48
19,GPRE,Green Plains Inc.,10.59,+0.18,+1.73%,"56,005","744,325",375.883M,N/A
20,WF8B.F,Roxgold Inc.,1.0000,+0.0210,+2.15%,"5,000","1,699",362.691M,166.67
21,STLN.SW,Schmolz + Bickenbach AG,0.1862,-0.0016,-0.85%,"213,671",1.118M,377.189M,1.29
22,LGORF,Largo Resources Ltd.,0.6665,-0.0273,-3.94%,"26,840","197,175",367.374M,2.52
23,LOOP,"Loop Industries, Inc.",9.40,-0.10,-1.11%,"8,140","42,601",375.019M,N/A
24,MGM.F,Capricorn Metals Ltd,1.1200,-0.0140,-1.23%,"3,000","2,662",378.06M,N/A
25,BEDMUTHA.BO,Bedmutha Industries Limited,15.27,-0.13,-0.84%,"1,206","1,150",374.598M,N/A
26,LGDTF,Liberty Gold Corp.,1.5500,+0.0102,+0.67%,"119,373","352,101",376.639M,N/A
27,MUX.VI,McEwen Mining Inc.,0.8956,0.0000,0.00%,0,253,377.19M,N/A
28,0640.HK,Infinity Development Holdings Company Limited,0.660,+0.030,+4.76%,"12,000","40,000",371.812M,6.04
29,CFX.TO,Canfor Pulp Products Inc.,5.68,+0.03,+0.53%,"5,710","64,632",370.527M,N/A
30,KRIDHANINF.NS,Kridhan Infra Limited,4.0000,-0.2000,-4.76%,"16,417","84,301",369.188M,N/A
31,HISARMET.BO,Hisar Metal Industries Limited,68.55,-0.65,-0.94%,"2,261","2,989",347.736M,9.47
32,P2O.F,Premier Gold Mines Limited,1.5650,+0.0775,+5.21%,"54,050","4,610",371.597M,N/A
33,USA.TO,Americas Gold and Silver Corporation,3.4900,+0.0400,+1.16%,"801,940","671,512",369.926M,N/A
34,AYM.TO,Atalaya Mining Plc,2.6900,0.0000,0.00%,405,"1,259",370.663M,9.82
35,KRIINFRA.BO,Kridhan Infra Limited,3.8900,-0.2000,-4.89%,"24,093","42,870",368.691M,N/A
36,ITX.L,Itaconix plc,1.3699,+0.0199,+1.47%,"321,737",1.642M,3.687M,N/A
37,MCM.MC,"Miquel y Costas & Miquel, S.A.",12.52,+0.02,+0.16%,"4,200","28,102",368.325M,9.43
38,VARO-R.BK,Varopakorn Public Company Limited,3.8200,0.0000,0.00%,200,"3,264",360.844M,N/A
39,CHX.F,Ciech S.A.,6.58,-0.17,-2.52%,100,1,360.924M,3.26
40,EEE.L,Empire Metals Limited,1.8700,+0.0700,+3.89%,"9,064",1.174M,3.623M,N/A
41,CGG.TO,China Gold International Resources Corp. Ltd.,0.9100,+0.0500,+5.81%,"99,697","664,145",360.737M,N/A
42,BSX.TO,Belo Sun Mining Corp,0.8000,+0.0300,+3.90%,"84,094","585,275",360.584M,N/A
43,1580.HK,Da Sen Holdings Group Limited,0.370,-0.010,-2.63%,"520,000","274,140",360.528M,N/A
44,RLD.L,Richland Resources Ltd,0.3250,+0.0550,+20.37%,28.305M,6.946M,3.602M,N/A
45,CS.TO,Capstone Mining Corp.,0.9000,+0.0600,+7.14%,"345,496","328,395",360.041M,N/A
46,GOLTS.IS,Goltas Goller Bolgesi Cimento Sanayi ve Ticaret A.S.,19.93,-0.06,-0.30%,"519,115","589,056",358.74M,22.39
47,WCLA.F,Calibre Mining Corp.,1.0700,+0.0900,+9.18%,"37,213","40,659",364.732M,13.72
48,1I1.F,International Tower Hill Mines Ltd.,1.9200,+0.1400,+7.87%,"6,812","7,944",377.754M,N/A
49,QES.SI,China Sunsine Chemical Holdings Ltd.,0.3650,-0.0050,-1.35%,"207,200","948,779",355.754M,N/A
50,GSV.TO,Gold Standard Ventures Corp,1.2500,+0.0500,+4.17%,"91,182","289,461",355.478M,N/A
51,4OMA.F,Verso Corporation,10.20,-0.30,-2.86%,230,42,334.566M,3.15
52,SUCROSA.BO,Super Crop Safe Limited,8.79,-0.14,-1.57%,"268,949","69,834",353.485M,7.99
53,AYM.L,Anglesey Mining plc,1.8880,-0.0620,-3.18%,"306,048","352,553",3.53M,N/A
54,MQ4.SG,"Miquel y Costas & Miquel, S.A.",11.56,-0.26,-2.20%,0,0,359.648M,8.70
55,0U1N.F,"U.S. Concrete, Inc.",20.60,-0.80,-3.74%,"1,000",61,332.867M,23.54
56,JAYSYN.BO,Jaysynth Dyestuff (India) Limited,40.25,0.00,0.00%,1,300,349.76M,39.93
57,EXK,Endeavour Silver Corp.,2.4205,+0.0505,+2.13%,2.622M,3.297M,348.16M,N/A
58,0094.HK,Greenheart Group Limited,0.188,-0.003,-1.57%,"3,600","132,220",348.738M,N/A
59,PALM.L,Panther Metals PLC,7.10,+0.35,+5.19%,"449,357","724,765",3.472M,N/A
60,GXY.AX,Galaxy Resources Limited,0.8450,+0.0100,+1.20%,2.865M,3.951M,346.01M,N/A
61,ORM.L,Ormonde Mining plc,0.7847,-0.0403,-4.88%,1.056M,2.044M,3.242M,N/A
62,DEVHARI.BO,Devhari Exports (India) Limited,4.6500,0.0000,0.00%,100,5,345.418M,56.71
63,GAU,Galiano Gold Inc.,1.5466,+0.0166,+1.08%,1.259M,"724,807",347.362M,N/A
64,ABSSF,AirBoss of America Corp.,14.88,+0.88,+6.28%,275,"8,312",351.665M,51.31
65,AOT.TO,Ascot Resources Ltd.,1.2500,+0.0600,+5.04%,"352,958","270,548",344.8M,N/A
66,LEG.AX,Legend Mining Limited,0.1450,+0.0050,+3.57%,1.947M,4.475M,343.959M,N/A
67,0433.HK,North Mining Shares Company Limited,0.016,+0.002,+14.29%,14.199M,11.404M,343.926M,N/A
68,HLM.JO,Hulamin Limited,110.00,-5.00,-4.35%,"116,234","483,317",341.01M,N/A
69,CZR.F,CITIC Resources Holdings Limited,0.0280,-0.0045,-13.85%,"38,000",0,262.531M,2.00
70,GOLD.TO,GoldMining Inc.,2.3200,+0.0400,+1.75%,"299,438","514,049",338.015M,N/A
71,CWX.TO,CanWel Building Materials Group Ltd.,4.3600,-0.0100,-0.23%,"22,336","183,550",339.352M,18.40
72,1118.HK,Golik Holdings Limited,0.590,+0.020,+3.51%,"10,000","13,156",338.883M,N/A
73,1PU2.F,SP Group A/S,27.40,-0.40,-1.44%,N/A,N/A,336.623M,N/A
74,5TT.F,Treatt plc,5.62,+0.02,+0.36%,77,9,340.184M,20.29
75,SHBAJRG.BO,Shri Bajrang Alliance Limited,37.50,+0.70,+1.90%,"2,015","3,962",337.5M,23.48
76,PGW.F,Liberty Gold Corp.,1.3400,+0.0100,+0.75%,"5,000","1,155",333.273M,N/A
77,ALBA.L,Alba Mineral Resources plc,0.0810,+0.0060,+8.00%,13.075M,23.627M,3.355M,N/A
78,G3V.F,Green Plains Inc.,9.20,-0.05,-0.54%,100,40,324.902M,N/A
79,WEF.TO,Western Forest Products Inc.,0.8900,0.0000,0.00%,"119,772",1.085M,333.925M,N/A
80,0954.HK,Changmao Biochemical Engineering Company Limited,0.630,-0.010,-1.56%,"204,000","92,187",333.711M,N/A
81,GSS,Golden Star Resources Ltd.,2.9850,+0.1350,+4.74%,"537,197","832,272",329.744M,N/A
82,KO9.F,Koppers Holdings Inc.,15.50,-0.80,-4.91%,29,15,312.747M,6.16
83,EDL.L,Edenville Energy Plc,0.0411,-0.0014,-3.29%,"500,000",30.332M,3.314M,N/A
84,TPRFF,Gran Colombia Gold Corp.,5.39,+0.27,+5.25%,"35,801","67,101",333.471M,N/A
85,TGPRO.BK,Thai-German Products Public Company Limited,0.0700,0.0000,0.00%,"352,300",6.471M,330.362M,N/A
86,SCIB.KL,Sarawak Consolidated Industries Berhad,2.6900,+0.1800,+7.17%,7.331M,1.07M,329.88M,39.56
87,BRIGHTBR.BO,Bright Brothers Limited,58.00,-1.15,-1.94%,"2,461","1,027",329.454M,9.52
88,R05.F,Rupert Resources Ltd.,2.1000,-0.2800,-11.76%,50,"1,045",341.653M,N/A
89,FVL.TO,Freegold Ventures Limited,1.3600,+0.0700,+5.43%,"679,193",4.792M,328.225M,N/A
90,07K.F,PT Krakatau Steel (Persero) Tbk,0.0095,0.0000,0.00%,500,"1,595",331.054M,N/A
91,LGU.F,Jupiter Mines Limited,0.1570,0.0000,0.00%,100,"3,439",332.112M,N/A
92,0893.HK,China Vanadium Titano-Magnetite Mining Company Limited,0.145,+0.014,+10.69%,2.007M,"536,531",326.108M,4.19
93,0758.HK,Macrolink Capital Holdings Limited,0.270,+0.005,+1.89%,"34,000","72,281",325.688M,N/A
94,GPS.SG,Rare Earth Magnesium Technology Group Holdings Limited,0.0095,0.0000,0.00%,0,0,79.006M,3.17
95,NEO.TO,Neo Performance Materials Inc.,8.60,-0.10,-1.15%,"5,040","14,623",323.986M,30.07
96,XPROINDIA.NS,Xpro India Limited,25.85,+1.15,+4.66%,"6,084","13,253",314.651M,76.03
97,EJD.F,Endeavour Silver Corp.,2.1830,+0.0840,+4.00%,"12,046","27,128",313.446M,N/A
98,HAT.SG,Halcyon Agri Corporation Limited,0.1680,-0.0070,-4.00%,0,0,310.753M,N/A
99,FF.TO,First Mining Gold Corp.,0.5100,+0.0300,+6.25%,"981,709",1.044M,322.636M,N/A
0,119.F,Hengxing Gold Holding Company Limited,0.3200,+0.0160,+5.26%,85,0,322.067M,8.00
1,AUG.TO,Auryn Resources Inc.,3.0500,+0.3500,+12.96%,"674,382","192,823",319.28M,N/A
2,BCM.V,Bear Creek Mining Corporation,2.8700,+0.1600,+5.90%,"56,251","128,395",319.328M,N/A
3,SKREF,Skeena Resources Limited,1.9300,+0.0450,+2.39%,"402,826","122,271",317.333M,N/A
4,DSV.V,Discovery Metals Corp.,1.2400,+0.0400,+3.33%,"401,213","454,691",318.68M,N/A
5,8C9.F,China Sanjiang Fine Chemicals Company Limited,0.2540,+0.0020,+0.79%,"14,940",820,310.553M,2.33
6,CSP.BK,CSP Steel Center Public Company Limited,0.6400,+0.0200,+3.23%,"55,200","121,354",317.548M,N/A
7,KRR.TO,Karora Resources Inc.,0.5200,0.0000,0.00%,1.361M,1.573M,316.318M,N/A
8,POW.L,Power Metal Resources plc,0.5700,-0.0300,-5.00%,3.789M,5.209M,3.15M,N/A
9,ATUSF,Altius Minerals Corporation,7.55,+0.21,+2.86%,"22,190","31,438",312.814M,15.93
10,BVCL.NS,Barak Valley Cements Limited,13.15,-0.05,-0.38%,"7,720","2,265",309.064M,6.14
11,QCG.SG,Caltagirone SpA,2.3000,-0.0300,-1.29%,0,0,295.249M,6.27
12,SHAN.TA,Shaniv Paper Industry Ltd,569.30,+4.90,+0.87%,"34,921","31,937",282.205M,"1,361.96"
13,SUR.F,Surteco Group SE,19.85,-0.05,-0.25%,104,14,307.788M,28.85
14,CTJHY,CITIC Resources Holdings Limited,7.88,0.00,0.00%,108,1,N/A,N/A
15,BVCL.BO,Barak Valley Cements Limited,14.00,0.00,0.00%,"2,276",693,310.24M,6.54
16,2S1.F,AirBoss of America Corp.,12.90,+1.10,+9.32%,130,18,319.804M,44.48
17,ASIX,AdvanSix Inc.,11.01,-0.39,-3.42%,"34,021","249,101",308.327M,10.53
18,ART.JO,Argent Industrial Limited,505.00,0.00,0.00%,"12,503","11,218",308.157M,499.51
19,CGNR.L,Conroy Gold and Natural Resources plc,11.75,0.00,0.00%,"17,600","183,650",3.08M,N/A
20,INDSILHYD.BO,Indsil Hydro Power and Manganese Limited,11.09,-0.47,-4.07%,"12,681","31,537",307.966M,N/A
21,B7U.F,Galiano Gold Inc.,1.3200,-0.0300,-2.22%,500,"2,332",297.053M,N/A
22,GUY.TO,Guyana Goldfields Inc.,1.7600,+0.0200,+1.15%,"359,237",2.395M,307.233M,N/A
23,SUR.DE,Surteco Group SE,19.80,-0.10,-0.50%,"1,829","2,433",307.013M,28.78
24,LR81.F,Largo Resources Ltd.,0.5826,-0.0124,-2.08%,625,"1,055",331.071M,N/A
25,XPROINDIA.BO,Xpro India Limited,25.95,+0.50,+1.96%,"1,795","2,293",283.569M,76.32
26,2078.HK,PanAsialum Holdings Company Limited,0.255,+0.027,+11.84%,"90,000","24,921",306M,N/A
27,PNR.AX,Pantoro Limited,0.2600,0.0000,0.00%,2.64M,2.971M,305.744M,N/A
28,3363.HK,Zhengye International Holdings Company Limited,0.610,+0.010,+1.67%,"6,000","5,440",305M,3.41
29,RIMO.TA,Rimoni Industries Ltd.,"3,629.00",+58.00,+1.62%,697,"2,890",304.981M,934.11
30,NPV.F,"Nippon Carbon Co., Ltd.",27.80,+0.20,+0.72%,10,0,316.092M,3.97
31,BEC.SI,BRC Asia Limited,1.2900,+0.0100,+0.78%,"5,600","141,623",301.002M,7.05
32,CORVF,Corvus Gold Inc.,2.4100,+0.0300,+1.26%,"59,364","81,885",300.37M,N/A
33,ADT.AX,Adriatic Metals PLC,1.5600,0.0000,0.00%,"508,167","345,318",289.212M,N/A
34,GORO,Gold Resource Corporation,4.2624,+0.1924,+4.73%,"952,452",1.231M,298.479M,152.23
35,GS51.F,Golden Star Resources Ltd.,2.6000,+0.2200,+9.24%,"4,000","1,179",304.07M,N/A
36,LUM.V,Lumina Gold Corp.,0.9000,0.0000,0.00%,"165,085","210,006",298.147M,N/A
37,SALSTEEL.NS,S.A.L. Steel Limited,3.5500,-0.1500,-4.05%,"4,556","20,802",294.295M,N/A
38,FACORALL.BO,Facor Alloys Limited,1.5200,-0.0800,-5.00%,"126,204","106,163",297.231M,2.58
39,MGDPF,Marathon Gold Corporation,1.4700,+0.0400,+2.80%,"71,752","110,775",297.775M,N/A
40,32JN.F,Jaguar Mining Inc.,0.3820,+0.0640,+20.13%,400,"4,944",340.716M,17.36
41,CALT.MI,Caltagirone SpA,2.4700,-0.0200,-0.80%,"2,525","16,598",296.696M,6.73
42,TIH1.F,PT TIMAH Tbk,0.0295,0.0000,0.00%,350,164,303.818M,7.37
43,AXU,Alexco Resource Corp.,2.3700,+0.1500,+6.76%,1.807M,1.57M,298.814M,N/A
44,TMQ,Trilogy Metals Inc.,2.0800,+0.0300,+1.46%,"66,728","193,511",294.031M,1.96
45,COBR.L,Cobra Resources plc,1.5680,-0.0820,-4.97%,4.679M,8.378M,2.936M,N/A
46,J5R.SG,PT J Resources Asia Pasifik Tbk,0.0060,+0.0005,+9.09%,0,0,316.266M,N/A
47,RXFB.F,Skeena Resources Limited,1.6800,+0.1900,+12.75%,"1,250","7,637",258.389M,N/A
48,KAFR.TA,Kafrit Industries (1993) Ltd,"1,234.00",+19.00,+1.56%,"11,589","4,410",293.543M,828.74
49,RFP.TO,Resolute Forest Products Inc.,3.3200,+0.1700,+5.40%,"22,710","40,403",288.04M,N/A
50,VHI,"Valhi, Inc.",10.34,0.00,0.00%,653,"24,540",292.307M,5.39
51,YTR.F,Aurelia Metals Limited,0.3420,0.0000,0.00%,"6,000",684,301.724M,3.05
52,CDV.AX,Cardinal Resources Limited,0.5900,-0.0300,-4.84%,8.553M,1.553M,291.475M,N/A
53,SALSTEEL.BO,S.A.L. Steel Limited,3.4300,-0.1800,-4.99%,"16,997","9,920",291.436M,N/A
54,ELY.V,Ely Gold Royalties Inc.,1.9800,+0.0400,+2.06%,"208,565","428,287",291.682M,N/A
55,BGWTATO.BO,Bhagwati Autocast Limited,100.45,0.00,0.00%,236,208,289.364M,13.38
56,III.TO,Imperial Metals Corporation,2.2500,+0.0500,+2.27%,"10,100","34,180",289.102M,0.91
57,AGROPHOS.NS,Agro Phos (India) Limited,14.25,-0.45,-3.06%,"59,416","64,373",288.906M,5.68
58,960.F,AdvanSix Inc.,10.10,-0.30,-2.88%,8,7,274.105M,9.66
59,SAMRATPH.BO,Samrat Pharmachem Limited,93.25,-4.60,-4.70%,"2,887","2,729",288.115M,5.60
60,CHN.AX,Chalice Gold Mines Limited,1.0500,+0.0600,+6.06%,3.847M,2.753M,287.771M,N/A
61,GBU.V,Gabriel Resources Ltd.,0.5000,+0.0300,+6.38%,"7,500","100,619",287.126M,N/A
62,SMT.TO,Sierra Metals Inc.,1.7600,+0.0400,+2.33%,"14,610","79,869",286.547M,67.69
63,RED.AX,Red 5 Limited,0.2300,0.0000,0.00%,5.848M,11.648M,286.371M,230.00
