,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
76,600971.SS,"Anhui Hengyuan Coal-Electricity Group Co., Ltd.",5.47,+0.12,+2.24%,29.725M,7.601M,6.564B,6.02
77,BPC.L,Bahamas Petroleum Company plc,2.6250,-0.0750,-2.78%,7.525M,16.428M,65.199M,N/A
78,STS1.F,Santos Limited,3.0600,-0.1800,-5.56%,20,349,6.258B,9.53
79,HSE-PA.TO,Husky Energy Inc.,6.15,-0.07,-1.13%,"1,000","19,377",6.451B,N/A
80,HSE-PB.TO,Husky Energy Inc.,6.26,0.00,0.00%,435,"4,281",6.45B,N/A
81,LYV.F,Lundin Energy AB,21.96,+0.23,+1.06%,"1,090",100,6.355B,14.41
82,1T1.SG,TechnipFMC plc,6.78,+0.20,+3.07%,0,91,2.088B,N/A
83,PAA,"Plains All American Pipeline, L.P.",8.80,-0.01,-0.11%,1.819M,6.685M,6.407B,N/A
84,FANG,"Diamondback Energy, Inc.",40.53,+0.41,+1.02%,"765,035",3.566M,6.396B,N/A
85,1514.T,"Sumiseki Holdings,Inc.",121.00,0.00,0.00%,"124,700","323,139",6.396B,7.57
86,OSH.AX,Oil Search Limited,3.0500,-0.1000,-3.17%,8.514M,16.492M,6.337B,14.95
87,XCQ.F,Cabot Oil & Gas Corporation,15.60,+0.20,+1.30%,50,63,6.454B,13.68
88,DCP-PC,"DCP Midstream, LP",16.93,-0.57,-3.26%,"2,439","23,469",4.508B,39.10
89,600123.SS,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",5.50,+0.10,+1.85%,25.706M,7.476M,6.283B,12.39
90,ORL.F,Origin Energy Limited,3.5200,-0.0600,-1.68%,500,459,6.256B,38.26
91,300191.SZ,"Sino Geophysical Co., Ltd",19.33,+0.15,+0.78%,5.966M,2.957M,6.186B,195.25
92,VPK.AS,Koninklijke Vopak N.V.,48.46,+0.27,+0.56%,"119,092","486,748",6.185B,10.86
93,603906.SS,"JIANGSU LOPAL TECH.CO.,Ltd.",20.36,+1.78,+9.58%,11.956M,8.74M,6.161B,53.58
94,ARC.F,Aker BP ASA,17.05,-0.01,-0.09%,20,137,6.217B,N/A
95,VPK.VI,Koninklijke Vopak N.V.,48.08,+0.46,+0.97%,0,200,6.21B,10.77
96,KUNUF,Kunlun Energy Company Limited,0.6875,0.0000,0.00%,500,"25,858",5.999B,7.24
97,CASP.L,Caspian Sunrise plc,3.2500,+0.2250,+7.44%,"959,621",1.865M,61.186M,N/A
98,VISTAA.MX,"Vista Oil & Gas, S.A.B. de C.V.",70.00,0.00,0.00%,18,"4,584",6.111B,N/A
99,YZCHF,Yanzhou Coal Mining Company Limited,0.7800,0.0000,0.00%,100,841,5.672B,N/A
0,000096.SZ,"Shenzhen Guangju Energy Co., Ltd.",11.45,-0.01,-0.09%,2.365M,1.32M,6.046B,51.12
1,VPK5.F,Koninklijke Vopak N.V.,47.79,+0.19,+0.40%,300,60,6.175B,10.71
2,IOG.L,Independent Oil and Gas plc,12.40,+0.45,+3.76%,"281,788","320,500",59.541M,3.35
3,YZCAY,Yanzhou Coal Mining Company Limited,8.60,+0.06,+0.70%,"1,437","8,554",5.712B,3.74
4,DRLCO.CO,The Drilling Company of 1972 A/S,143.30,-2.20,-1.51%,"66,335","216,180",5.917B,N/A
5,000552.SZ,"Gansu Jingyuan Coal Industry & Electricity Power Co., Ltd",2.5800,+0.0800,+3.20%,43.37M,11.435M,5.9B,11.27
6,PKY1.F,Polski Koncern Naftowy ORLEN Spolka Akcyjna,13.87,-0.15,-1.07%,870,208,5.966B,2.91
7,CCO.TO,Cameco Corporation,14.72,+0.06,+0.41%,"187,544",1.208M,5.826B,79.57
8,DNO.OL,DNO ASA,5.94,-0.09,-1.46%,6.061M,10.992M,5.794B,N/A
9,CLR,"Continental Resources, Inc.",15.78,+0.24,+1.54%,2.481M,5.998M,5.762B,14.56
10,CONFIPET.BO,Confidence Petroleum India Limited,20.90,-0.10,-0.48%,"17,942","61,284",5.723B,11.30
11,CDEV.MX,"Centennial Resource Development, Inc.",21.00,+0.40,+1.94%,"1,008","6,441",5.63B,N/A
12,I7B.F,"Idemitsu Kosan Co.,Ltd.",18.70,0.00,0.00%,15,0,5.71B,2.05
13,601101.SS,"Beijing Haohua Energy Resource Co., Ltd.",4.7100,+0.3200,+7.29%,41.849M,5.972M,5.652B,82.63
14,7GG.F,Polskie Gornictwo Naftowe i Gazownictwo S.A.,1.0110,+0.0050,+0.50%,"6,000",425,6.142B,5.62
15,TKN.MX,Teekay Corporation,56.00,0.00,0.00%,0,899,5.578B,N/A
16,CTJ1.F,Kunlun Energy Company Limited,0.6000,-0.0050,-0.83%,50,7,5.26B,6.32
17,7DB.F,"Diamondback Energy, Inc.",35.04,-1.83,-4.96%,35,"1,306",5.32B,N/A
18,603619.SS,"Zhongman Petroleum and Natural Gas Group Corp., Ltd.",13.73,+0.46,+3.47%,14.164M,5.851M,5.492B,N/A
19,YZC.F,Yanzhou Coal Mining Company Limited,7.50,-0.20,-2.60%,"1,000",43,4.884B,3.26
20,CVE,Cenovus Energy Inc.,4.4474,-0.0326,-0.73%,1.537M,8.467M,5.513B,N/A
21,AST.L,Ascent Resources plc,2.3900,+0.1400,+6.22%,"72,000","917,127",1.413M,N/A
22,YZCA.F,Yanzhou Coal Mining Company Limited,0.7400,0.0000,0.00%,"5,000",567,5.015B,3.22
23,IPL.TO,Inter Pipeline Ltd.,12.27,+0.07,+0.57%,"399,936",2.169M,5.22B,9.65
24,PRIO3.SA,Petro Rio S.A.,38.10,+0.95,+2.56%,1.538M,4.216M,5.15B,7.05
25,ZOL.L,Zoltav Resources Inc.,35.50,0.00,0.00%,"30,000","31,141",50.394M,N/A
26,SASOF,Sasol Limited,7.94,0.00,0.00%,"22,655","7,569",5.202B,N/A
27,SSL,Sasol Limited,8.04,-0.02,-0.25%,"841,080",4.831M,5.19B,7.68
28,PKI.TO,Parkland Corporation,33.15,-0.57,-1.69%,"63,868","503,425",4.925B,21.97
29,C5L.F,"Continental Resources, Inc.",13.90,-1.00,-6.71%,30,96,4.68B,12.82
30,HESM,Hess Midstream LP,17.11,+0.31,+1.85%,"29,461","320,040",4.866B,2.72
31,CXD.F,Cenovus Energy Inc.,4.0200,+0.0400,+1.01%,480,"1,238",4.959B,N/A
32,SHI,Sinopec Shanghai Petrochemical Company Limited,26.61,+0.99,+3.86%,"20,724","56,487",5.019B,2.83
33,APA,Apache Corporation,12.69,-0.08,-0.59%,2.452M,21.368M,4.791B,N/A
34,SOL.AX,Washington H. Soul Pattinson and Company Limited,19.93,+0.12,+0.61%,"250,894","387,489",4.771B,39.86
35,SGJH.F,Sinopec Shanghai Petrochemical Company Limited,0.2456,+0.0216,+9.64%,"2,122","2,267",4.685B,2.61
36,600759.SS,Geo-Jade Petroleum Corporation,2.0700,+0.0300,+1.47%,71.654M,29.776M,4.685B,414.00
37,BLNG.ME,Belon Joint Stock Company,4.0140,+0.0020,+0.05%,"14,300","78,585",4.616B,7.50
38,0650.HK,IDG Energy Investment Limited,0.700,-0.020,-2.78%,1.096M,"396,445",4.616B,N/A
39,SHLX,"Shell Midstream Partners, L.P.",11.70,-0.05,-0.43%,"86,711",1.432M,4.601B,7.55
40,PSTC-R.BK,Power Solution Technologies Public Company Limited,1.8800,0.0000,0.00%,4.207M,2.278M,4.471B,1.15
41,NOV,"National Oilwell Varco, Inc.",11.55,-0.06,-0.52%,1.367M,4.812M,4.484B,N/A
42,KEY.TO,Keyera Corp.,20.33,-0.01,-0.05%,"143,738",1.264M,4.471B,8.91
43,PSTC.BK,Power Solution Technologies Public Company Limited,1.8800,0.0000,0.00%,4.207M,84.053M,4.459B,1.15
44,HFC,HollyFrontier Corporation,27.54,+0.44,+1.62%,"613,340",2.232M,4.458B,21.20
45,WOR.AX,Worley Limited,8.51,-0.21,-2.41%,2.698M,3.469M,4.437B,23.44
46,1UEN.F,United Energy Group Limited,0.1580,-0.0010,-0.63%,"8,000",145,4.289B,19.75
47,600617.SS,Shanxi Guoxin Energy Corporation Limited,4.2600,+0.0700,+1.67%,4.341M,3.278M,4.393B,N/A
48,SAOA.F,Sasol Limited,7.13,+0.03,+0.42%,"2,069","33,446",4.655B,6.81
49,OISHY,Oil Search Limited,10.57,-0.18,-1.67%,346,"3,269",4.488B,10.36
50,603727.SS,BOMESC Offshore Engineering Company Limited,18.63,+0.02,+0.11%,2.728M,1.83M,4.362B,106.46
51,PE,"Parsley Energy, Inc.",10.56,+0.12,+1.10%,1.742M,11.364M,4.356B,N/A
52,MRO,Marathon Oil Corporation,5.50,-0.07,-1.29%,9.365M,41.357M,4.345B,17.13
53,900948.SS,"Inner Mongolia Yitai Coal Co.,Ltd.",0.7690,+0.0240,+3.22%,5.874M,2.4M,4.33B,N/A
54,APA.F,Apache Corporation,11.27,-0.38,-3.23%,500,"7,423",4.124B,N/A
55,TRGP,Targa Resources Corp.,18.36,-0.51,-2.70%,"808,116",5.178M,4.28B,N/A
56,5010.T,"Nippon Seiro Co., Ltd.",217.00,-2.00,-0.91%,"1,000","9,779",4.286B,N/A
57,CCJ,Cameco Corporation,10.81,+0.02,+0.19%,"787,893",2.982M,4.292B,N/A
58,603003.SS,"Shanghai Lonyer Fuels Co., Ltd.",10.25,-0.42,-3.94%,35.565M,19.825M,4.269B,N/A
59,CLZ.F,Ampol Limited,16.89,-0.10,-0.58%,39,1,4.281B,8.09
60,TPL,Texas Pacific Land Trust,545.00,-4.76,-0.87%,"7,137","41,377",4.227B,17.90
61,ETRN,Equitrans Midstream Corporation,9.82,-0.14,-1.41%,2.967M,8.469M,4.246B,N/A
62,SHI.F,Sinopec Shanghai Petrochemical Company Limited,21.80,-1.40,-6.03%,37,19,4.015B,2.32
63,HSE.TO,Husky Energy Inc.,4.1500,0.0000,0.00%,"834,112",4.779M,4.171B,N/A
64,VLS.L,Velocys plc,7.64,-0.11,-1.42%,2.769M,13.348M,41.759M,N/A
65,BWE.OL,BW Energy Limited,17.81,-0.58,-3.18%,"178,892","554,293",4.172B,57.62
66,NBL,"Noble Energy, Inc.",8.69,-0.25,-2.80%,2.613M,11.273M,4.169B,N/A
67,WES,"Western Midstream Partners, LP",9.34,-0.20,-2.10%,"280,859",3.667M,4.147B,13.14
68,GMS.L,Gulf Marine Services PLC,11.80,-0.38,-3.08%,"10,050",2.068M,41.358M,N/A
69,RBD.L,Reabold Resources Plc,0.6120,+0.0120,+2.00%,18.166M,26.553M,41.292M,N/A
70,NO8.F,"National Oilwell Varco, Inc.",10.35,-0.13,-1.20%,510,179,3.937B,N/A
71,C3Q1.F,Cosan Limited,15.50,+0.10,+0.65%,9,21,3.409B,28.08
72,ENOG.TA,Energean plc,"2,225.00",-182.00,-7.56%,"197,320","187,513",3.887B,N/A
73,ENW.L,Enwell Energy plc,12.55,-1.20,-8.73%,"4,816","90,293",40.24M,3.30
74,SAO.F,Sasol Limited,6.85,-0.20,-2.84%,30,"1,949",4.504B,6.54
75,OIS.F,Oil Search Limited,1.7600,-0.0300,-1.68%,"1,780",311,3.938B,8.63
76,000852.SZ,Sinopec Oilfield Equipment Corporation,5.09,+0.11,+2.21%,12.387M,4.358M,3.958B,N/A
77,600387.SS,"HY Energy Group Co.,Ltd",8.37,+0.12,+1.45%,15.05M,13.042M,3.949B,8.17
78,MOGG.F,MOL Magyar Olaj- es Gazipari Nyilvanosan Mukodo Reszvenytarsasag,2.5000,+0.0200,+0.81%,"1,000",111,3.997B,3.26
79,TAR.F,Targa Resources Corp.,16.50,-0.50,-2.94%,100,125,3.775B,N/A
80,PMG.L,The Parkmead Group Plc,36.00,0.00,0.00%,"17,653","139,288",39.306M,N/A
81,600248.SS,"Shaanxi Yanchang Petroleum Chemical Engineering Co., Ltd.",4.2800,+0.0100,+0.23%,9.044M,6.338M,3.929B,17.26
82,USS.F,Marathon Oil Corporation,4.8875,-0.3425,-6.55%,"1,937","2,976",3.637B,15.23
83,603318.SS,"Dalian Energas Gas-System Co., Ltd.",9.70,+0.30,+3.19%,24.785M,11.65M,3.901B,N/A
84,DVN,Devon Energy Corporation,10.10,-0.25,-2.37%,3.484M,10.601M,3.867B,N/A
85,IPPLF,Inter Pipeline Ltd.,9.10,+0.01,+0.10%,269,"18,340",3.871B,7.86
86,UGP,Ultrapar Participacoes S.A.,3.4900,+0.1400,+4.18%,"435,126",1.397M,3.83B,6.67
87,17PA.F,"Parsley Energy, Inc.",9.35,0.00,0.00%,5,114,3.809B,N/A
88,SOU.L,Sound Energy plc,3.2933,+0.1833,+5.89%,4.302M,9.026M,38.263M,N/A
89,CZZ,Cosan Limited,17.18,-0.09,-0.49%,"656,787",1.158M,3.812B,31.13
90,NOR.OL,Norwegian Energy Company ASA,158.00,-1.00,-0.63%,"5,092","20,101",3.81B,16.16
91,LANNA-R.BK,Lanna Resources Public Company Limited,7.25,0.00,0.00%,"50,600","24,467",3.806B,8.68
92,LANNA.BK,Lanna Resources Public Company Limited,7.25,0.00,0.00%,"50,600","196,172",3.806B,8.68
93,VVV,Valvoline Inc.,20.48,+1.40,+7.34%,1.041M,1.928M,3.789B,16.93
94,CJ6.F,Cameco Corporation,9.67,+0.16,+1.66%,"1,250","1,836",3.851B,N/A
95,NFG,National Fuel Gas Company,41.44,-0.96,-2.26%,"72,569","820,943",3.769B,39.35
96,37W.F,Equitrans Midstream Corporation,8.60,+0.45,+5.52%,1,67,4.018B,N/A
97,IPEKE.IS,Ipek Dogal Enerji Kaynaklari Arastirma ve Uretim A.S.,14.28,-0.15,-1.04%,10.579M,14.89M,3.71B,8.38
98,YT8.F,"Inner Mongolia Yitai Coal Co.,Ltd.",0.6000,-0.0050,-0.83%,1,0,3.678B,2.54
99,ASIANOI.BO,Asian Oilfield Services Limited,97.45,+1.95,+2.04%,"169,382","22,785",3.71B,12.64
0,YIZH.F,Sinopec Oilfield Service Corporation,0.0505,-0.0010,-1.94%,"200,000","3,353",3.458B,N/A
1,PKIUF,Parkland Corporation,24.82,0.00,0.00%,100,"6,875",3.687B,25.07
2,HL8.F,HollyFrontier Corporation,23.40,-0.60,-2.50%,15,28,3.782B,18.01
3,NB6.F,"Noble Energy, Inc.",7.75,-0.40,-4.91%,37,605,3.605B,N/A
4,RKH.L,Rockhopper Exploration plc,7.93,-0.35,-4.23%,"678,621",1.647M,36.318M,N/A
5,603689.SS,"Anhui Province Natural Gas Development Co., Ltd.",10.75,+0.13,+1.22%,3.76M,1.776M,3.612B,17.37
6,AIE.BK,AI Energy Public Company Limited,0.6900,+0.0200,+2.99%,58.097M,13.266M,3.61B,172.50
7,AIE-R.BK,AI Energy Public Company Limited,0.6900,+0.0200,+2.99%,58.097M,N/A,3.61B,N/A
8,0ZQ.F,"joint stock company ""National atomic company ""Kazatomprom""",12.50,0.00,0.00%,895,575,3.567B,N/A
9,ECO.L,Eco (Atlantic) Oil & Gas Ltd.,20.60,-2.00,-8.85%,"405,007","906,394",37.311M,N/A
10,300839.SZ,"Ningbo Bohui Chemical Technology Co.,Ltd",34.24,-0.64,-1.83%,9.643M,N/A,N/A,35.30
11,GPRK34.SA,GeoPark Limited,53.51,0.00,0.00%,0,170,3.483B,N/A
12,300471.SZ,"Houpu Clean Energy Co., Ltd.",9.59,+0.60,+6.67%,18.184M,9.899M,3.498B,N/A
13,UJO.L,Union Jack Oil plc,0.2264,+0.0139,+6.54%,169.652M,142.881M,34.958M,N/A
14,EQT,EQT Corporation,13.62,-0.45,-3.20%,1.275M,7.75M,3.481B,N/A
15,DY6.F,Devon Energy Corporation,8.96,-0.69,-7.13%,550,433,3.252B,N/A
16,TRMD-A.CO,TORM plc,46.55,+0.50,+1.09%,"172,225","380,118",3.46B,17.36
17,AOI.ST,Africa Oil Corp.,7.25,-0.10,-1.36%,"630,874",1.523M,3.431B,N/A
18,300309.SZ,"GI Technologies Group Co., LTD.",3.8600,+0.1300,+3.49%,48.685M,25.672M,3.42B,N/A
19,WEN.L,Wentworth Resources plc,18.88,+1.13,+6.37%,"136,836","215,928",33.721M,18.88
20,5009.T,"Fuji Kosan Company, Ltd.",429.00,-9.00,-2.05%,"21,300","54,110",3.42B,6.28
21,2IP.F,Inter Pipeline Ltd.,8.01,+0.13,+1.70%,"2,000",311,3.407B,6.92
22,TOU.TO,Tourmaline Oil Corp.,12.50,-0.41,-3.18%,"299,109",1.855M,3.385B,17.29
23,SDX.L,SDX Energy plc,16.50,-1.00,-5.71%,"45,568","279,133",33.779M,N/A
24,0V4.F,Valvoline Inc.,17.90,+1.00,+5.92%,800,12,3.306B,14.79
25,OVV.TO,Ovintiv Inc.,12.88,+0.04,+0.31%,"552,514",3.175M,3.346B,3.79
26,W-PM.TO,Westcoast Energy Inc.,24.57,0.00,0.00%,400,"9,548",3.342B,104.11
27,KEYUF,Keyera Corp.,15.20,+0.24,+1.60%,"1,256","18,845",3.356B,13.01
28,NFG.F,National Fuel Gas Company,36.80,+0.60,+1.66%,41,24,3.466B,34.95
29,JOG.L,Jersey Oil and Gas Plc,151.00,-9.50,-5.92%,"145,647","105,637",32.962M,N/A
30,VEA.AX,Viva Energy Group Limited,1.6950,-0.0450,-2.59%,4.661M,5.492M,3.296B,29.74
31,PPC.L,President Energy Plc,1.6400,-0.0100,-0.61%,3.23M,7.704M,32.93M,N/A
32,BPT.AX,Beach Energy Limited,1.4400,-0.0400,-2.70%,11.208M,13.348M,3.284B,5.74
33,AEX.L,Aminex PLC,0.8675,-0.0075,-0.86%,3.582M,7.969M,32.711M,N/A
34,000407.SZ,"Shandong Shengli Co., Ltd.",3.6900,+0.0700,+1.93%,22.314M,9.398M,3.248B,28.60
35,UGR.F,Ultrapar Participacoes S.A.,2.9400,-0.0800,-2.65%,150,118,3.164B,N/A
36,PVR.L,Providence Resources P.l.c.,3.8440,+0.0190,+0.50%,"5,313",1.104M,32.348M,N/A
37,FTI,TechnipFMC plc,7.38,+0.26,+3.73%,5.998M,6.456M,3.423B,N/A
38,EQ6.F,EQT Corporation,12.30,+0.50,+4.24%,188,36,3.314B,N/A
39,RAKP.OL,RAK Petroleum plc,6.40,0.00,0.00%,"12,009","51,411",3.209B,59.26
40,WYGPY,Worley Limited,6.18,0.00,0.00%,111,"1,240",3.17B,36.17
41,PF6.F,Parkland Corporation,21.40,-0.40,-1.83%,22,29,3.179B,N/A
42,600381.SS,"Qinghai Spring Medicinal Resources Technology Co., Ltd.",5.32,+0.05,+0.95%,12.215M,6.67M,3.123B,N/A
43,HUSKF,Husky Energy Inc.,3.1050,+0.0540,+1.77%,"5,260","56,493",3.135B,2.21
44,EME.L,Empyrean Energy Plc,6.60,+0.10,+1.54%,"159,852","859,224",31.099M,66.00
45,TOIPF,Thai Oil Public Company Limited,1.4800,0.0000,0.00%,100,180,3.079B,N/A
46,GISS.QA,Gulf International Services Q.P.S.C.,1.6580,-0.0720,-4.16%,2.882M,3.583M,3.081B,110.53
47,PPP.L,Pennpetro Energy Plc,42.50,0.00,0.00%,"1,108","1,783",30.742M,N/A
48,JKX.L,JKX Oil & Gas plc,17.84,-0.16,-0.89%,"1,971","259,086",30.635M,1.35
49,GEI.TO,Gibson Energy Inc.,20.74,+0.01,+0.05%,"290,406","560,509",3.032B,18.02
50,FTI.VI,TechnipFMC plc,6.73,+0.24,+3.67%,0,308,3.025B,N/A
51,WPX,"WPX Energy, Inc.",5.32,-0.12,-2.30%,3.013M,11.924M,2.973B,N/A
52,1T1.F,TechnipFMC plc,6.76,+0.45,+7.19%,743,673,3.128B,N/A
53,WD3.SG,Washington H. Soul Pattinson and Company Limited,12.10,+0.10,+0.83%,0,16,2.948B,14.68
54,FTI.PA,TechnipFMC plc,6.52,+0.03,+0.40%,4.404M,2.455M,2.93B,N/A
55,TRIN.L,Trinity Exploration & Production plc,7.58,-0.02,-0.21%,"67,264",1.038M,29.128M,N/A
56,ENAT3.SA,Enauta Participacoes S.A.,11.08,+0.16,+1.47%,"448,300",2.238M,2.909B,12.06
57,BNB.F,PT Bayan Resources Tbk,0.7850,+0.0050,+0.64%,500,7,2.87B,15.10
58,SUSCO-R.BK,Susco Public Company Limited,2.6600,+0.1200,+4.72%,5.273M,"46,880",2.866B,14.54
59,SBFFF,SBM Offshore N.V.,15.00,0.00,0.00%,600,164,2.909B,8.15
60,000159.SZ,"Xinjiang International Industry Co.,Ltd",5.98,+0.22,+3.82%,45.198M,10.652M,2.875B,N/A
61,CNEL.L,China New Energy Limited,6.44,+0.14,+2.22%,"815,584",1.348M,28.622M,N/A
62,PANAMAPET.BO,Panama Petrochem Limited,47.30,+4.30,+10.00%,"3,376","2,149",2.861B,9.94
63,NS-PA,NuStar Energy L.P.,18.13,-0.32,-1.73%,"3,133","40,879",2.268B,N/A
64,K2Y.F,Keyera Corp.,13.20,-0.10,-0.75%,80,160,2.898B,11.30
65,PANAMAPET.NS,Panama Petrochem Limited,47.45,+4.30,+9.97%,"60,619","17,699",2.86B,9.97
66,002554.SZ,"China Oil HBP Science & Technology Co., Ltd",2.6500,+0.0300,+1.15%,21.362M,6.592M,2.838B,N/A
67,CJ6.DE,Cameco Corporation,9.67,+0.16,+1.66%,"1,250",0,2.918B,N/A
68,SUSCO.BK,Susco Public Company Limited,2.6600,+0.1200,+4.72%,5.273M,2.106M,2.793B,14.54
69,0568.HK,Shandong Molong Petroleum Machinery Company Limited,0.750,+0.020,+2.74%,2.526M,2.282M,2.719B,N/A
70,HKE.MU,Husky Energy Inc.,2.6400,-0.1600,-5.71%,"3,000",59,2.567B,N/A
71,ENQ.ST,EnQuest PLC,1.6300,-0.0180,-1.09%,2.932M,11.595M,2.749B,N/A
72,1277.HK,Kinetic Mines and Energy Limited,0.325,0.000,0.00%,"320,000","353,046",2.74B,4.23
73,WF9.F,Worley Limited,5.20,-0.15,-2.80%,50,111,2.724B,30.41
74,IPCO.ST,International Petroleum Corporation,17.51,-0.17,-0.96%,"354,479",1.347M,2.72B,97.28
75,AM,Antero Midstream Corporation,5.70,-0.08,-1.30%,1.036M,7.939M,2.718B,N/A
76,YAL.AX,Yancoal Australia Ltd,2.0500,-0.0300,-1.44%,"21,722","51,225",2.707B,3.77
77,XEC,Cimarex Energy Co.,26.48,+0.34,+1.30%,"147,966",2.082M,2.704B,N/A
78,GTT.PA,Gaztransport & Technigaz SA,72.60,-1.45,-1.96%,"52,130","62,484",2.691B,18.86
79,ODL.OL,Odfjell Drilling Ltd.,11.34,-0.26,-2.24%,1.195M,1.582M,2.685B,58.76
80,9TG.F,Gaztransport & Technigaz SA,71.90,-1.75,-2.38%,20,11,2.68B,18.68
81,LQZ.F,Thai Oil Public Company Limited,1.2800,-0.0700,-5.19%,100,136,2.581B,N/A
82,LQZ1.F,Thai Oil Public Company Limited,1.2600,-0.0700,-5.26%,"1,000",94,2.579B,3.88
83,HKE.F,Husky Energy Inc.,2.6310,-0.1290,-4.67%,170,355,2.596B,1.87
84,WPE.F,"WPX Energy, Inc.",4.6600,-0.1600,-3.32%,18,490,2.601B,N/A
85,FLNG.OL,Flex LNG Ltd.,48.86,+0.64,+1.33%,"90,238","169,583",2.644B,483.76
86,UNIDT.BO,United Drilling Tools Limited,128.85,-1.15,-0.88%,"26,002","23,252",2.616B,5.79
87,SBMO.AS,SBM Offshore N.V.,13.56,+0.19,+1.42%,"495,088","963,230",2.608B,7.37
88,0332.HK,Yuan Heng Gas Holdings Limited,0.395,+0.005,+1.28%,5.64M,"755,188",2.586B,N/A
89,SBMO.VI,SBM Offshore N.V.,13.37,-0.05,-0.37%,0,13,2.562B,7.27
90,600121.SS,"Zhengzhou Coal Industry & Electric Power Co., Ltd.",2.1000,+0.0300,+1.45%,23.149M,7.17M,2.559B,N/A
91,IHCB.F,SBM Offshore N.V.,13.24,-0.06,-0.45%,30,274,2.56B,7.20
92,DEEPIND.NS,Deep Industries Limited,79.45,+0.40,+0.51%,"194,029","66,472",2.542B,4.26
93,DEEPIND.BO,Deep Industries Limited,79.15,+0.10,+0.13%,"30,046","6,015",2.533B,4.24
94,SEY.L,Sterling Energy plc,11.51,-0.44,-3.69%,"2,500","138,718",25.326M,N/A
95,PZOL.TA,Paz Oil Company Ltd.,"24,900.00",-300.00,-1.19%,"17,005","17,207",2.523B,N/A
96,TRMLF,Tourmaline Oil Corp.,9.27,-0.35,-3.64%,"20,911","27,598",2.487B,N/A
97,BEPTF,Beach Energy Limited,1.0400,+0.0050,+0.48%,210,"4,074",2.365B,15.29
98,000554.SZ,"SINOPEC Shandong Taishan Pectroleum Co.,Ltd.",5.17,+0.14,+2.78%,24.787M,15.041M,2.486B,N/A
99,FKM.F,Aker ASA,33.02,-1.00,-2.94%,200,75,2.416B,10.09
0,002778.SZ,"Jiangsu Gaoke Petrochemical Co., Ltd",27.69,-0.68,-2.40%,1.549M,1.213M,2.467B,384.58
1,ENY.F,Cimarex Energy Co.,23.60,0.00,0.00%,260,32,2.36B,N/A
2,OVV,Ovintiv Inc.,9.47,+0.01,+0.11%,1.991M,9.922M,2.466B,N/A
3,88E.L,88 Energy Limited,0.2661,-0.0089,-3.24%,9.692M,45.357M,27.867M,N/A
4,SAPMY,Saipem SpA,4.9300,0.0000,0.00%,664,"1,135",2.436B,N/A
5,5711.F,Antero Midstream Corporation,4.9550,-0.2320,-4.47%,300,619,2.326B,N/A
6,002490.SZ,Shandong Molong Petroleum Machinery Company Limited,3.8300,+0.0400,+1.06%,7.789M,6.559M,2.439B,N/A
7,002492.SZ,"Zhuhai Winbase International Chemical Tank Terminal Co., Ltd.",5.99,+0.11,+1.87%,22.267M,19.803M,2.426B,46.08
8,RZ8G.F,SNGN Romgaz SA,6.35,0.00,0.00%,700,99,2.405B,N/A
9,AKSO.OL,Aker Solutions ASA,8.88,-0.01,-0.06%,1.521M,4.873M,2.415B,N/A
10,000780.SZ,"Inner Mongolia PingZhuang Energy Resources Co.,Ltd",2.3800,0.0000,0.00%,6.334M,3.133M,2.414B,N/A
11,NOG.L,Nostrum Oil & Gas PLC,13.00,-0.76,-5.52%,"102,982","356,921",24.08M,N/A
12,GULFPETRO.BO,GP Petroleums Limited,46.45,-2.40,-4.91%,"13,747","7,335",2.368B,15.23
13,YPF,YPF Sociedad Anonima,6.00,-0.02,-0.33%,"256,277",2.287M,2.36B,1.92
14,GULFPETRO.NS,GP Petroleums Limited,46.40,-2.20,-4.53%,"76,659","75,975",2.378B,15.21
15,WLL.MX,Whiting Petroleum Corporation,26.50,+1.99,+8.12%,89,N/A,2.494B,N/A
16,603800.SS,"Suzhou Douson Drilling & Production Equipment Co., Ltd.",11.24,+0.12,+1.08%,2.083M,1.924M,2.338B,24.43
17,SUN,Sunoco LP,23.49,+0.09,+0.38%,"114,633","729,706",2.336B,N/A
18,NS-PC,NuStar Energy L.P. 9.00% CUM PFD C,19.13,-0.20,-1.06%,"5,461","23,162",1.779B,15.39
19,OILY,Sino American Oil Company,12.00,0.00,0.00%,11,585,2.322B,N/A
20,PXT.TO,Parex Resources Inc.,16.51,-0.10,-0.60%,"147,807","544,565",2.293B,9.96
21,TCP,"TC PipeLines, LP",31.26,-0.04,-0.13%,"18,292","484,800",2.288B,8.51
22,08T.F,Tourmaline Oil Corp.,8.25,-0.10,-1.20%,500,17,2.255B,9.96
23,601798.SS,Lanpec Technologies Limited,6.35,+0.05,+0.79%,3.701M,2.223M,2.251B,N/A
24,47Q.F,Ovintiv Inc.,8.40,-0.35,-4.00%,350,"1,260",2.091B,2.47
25,NS-PB,NuStar Energy L.P.,16.88,-0.11,-0.65%,"7,050","61,811",2.233B,N/A
26,SPM.MI,Saipem SpA,2.2050,-0.0140,-0.63%,7.471M,11.305M,2.179B,N/A
27,A64.F,PT Adaro Energy Tbk,0.0580,+0.0010,+1.75%,"25,000",878,2.104B,5.27
