,Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,PE Ratio (TTM)
3,1101.HK,China Huarong Energy Company Limited,0.072,-0.001,-1.37%,"583,700",1.175M,343.475M,6.44
4,OILCOUNTUB.BO,Oil Country Tubular Limited,4.9900,+0.0900,+1.84%,"8,442","2,707",221.005M,N/A
5,9SA.F,Advantage Oil & Gas Ltd.,1.1000,-0.0600,-5.17%,15,16,200.174M,47.83
6,POU.TO,Paramount Resources Ltd.,1.6500,-0.0600,-3.51%,"80,407","555,508",220.021M,N/A
7,OILCOUNTUB.NS,Oil Country Tubular Limited,4.8500,0.0000,0.00%,"320,475","29,677",217.019M,N/A
8,B5X.F,Baytex Energy Corp.,0.3660,+0.0060,+1.67%,"3,000","1,001",267.841M,N/A
9,SOLO.L,Solo Oil Plc,1.2990,+0.1240,+10.55%,2.7M,2.321M,8.411M,N/A
10,241A.F,"Centennial Resource Development, Inc.",0.7750,+0.0500,+6.90%,"1,600","5,101",233.742M,N/A
11,ALTM,Altus Midstream Company,13.04,-0.24,-1.81%,"8,440","33,956",211.854M,N/A
12,UMS.BK,Unique Mining Services Public Company Limited,0.3000,0.0000,0.00%,"47,300","42,658",211.421M,N/A
13,VBO.F,CGN Mining Company Limited,0.0265,-0.0010,-3.64%,300,4,214.02M,N/A
14,0702.HK,Sino Oil and Gas Holdings Limited,0.063,+0.004,+6.78%,10.79M,5.801M,210.763M,N/A
15,NBI1.F,Nabors Industries Ltd.,30.22,-1.10,-3.51%,300,321,224.173M,N/A
16,0689.HK,EPI (Holdings) Limited,0.040,+0.002,+5.26%,37.641M,24.913M,209.614M,N/A
17,RJN.F,Strike Energy Limited,0.1180,0.0000,0.00%,"1,048","3,809",210.713M,118.00
18,TWMIF,Tidewater Midstream and Infrastructure Ltd.,0.6170,0.0000,0.00%,"30,000","3,589",199.474M,41.13
19,TDW,Tidewater Inc.,5.16,-0.13,-2.46%,"37,241","353,654",208.068M,N/A
20,IUQ.F,Denison Mines Corp.,0.3220,-0.0016,-0.49%,"5,880","2,126",207.406M,N/A
21,MX2.F,Matrix Service Company,8.05,-0.20,-2.42%,50,10,207.458M,N/A
22,GLOP,GasLog Partners LP,4.1150,+0.0450,+1.11%,"76,152",1.076M,206.491M,N/A
23,6D4A.F,Delek Group Ltd.,1.9000,-0.2400,-11.21%,"4,083","2,952",179.549M,1.46
24,TVE.TO,Tamarack Valley Energy Ltd,0.9300,-0.0500,-5.10%,"221,429","972,938",205.394M,N/A
25,0632.HK,CHK Oil Limited,0.335,0.000,0.00%,"197,650","53,303",205.112M,N/A
26,EIOF.OL,Eidesvik Offshore ASA,3.3000,0.0000,0.00%,"9,892","15,501",205.095M,N/A
27,OS7.F,Oasis Petroleum Inc.,0.6421,+0.0236,+3.82%,"1,902","27,425",221.487M,N/A
28,PJM.F,PT Bumi Resources Tbk,0.0025,0.0000,0.00%,"12,800","12,830",206.463M,N/A
29,39B.F,Birchcliff Energy Ltd.,0.7500,0.0000,0.00%,"6,000",147,204.856M,5.10
30,SECYF,Secure Energy Services Inc.,1.2800,0.0000,0.00%,150,"13,425",208.251M,N/A
31,RPMG3.SA,Refinaria de Petroleos de Manguinhos S.A.,2.9900,+0.0100,+0.34%,"22,000","91,360",202.376M,N/A
32,3PY3.F,Frontera Energy Corporation,2.0600,-0.0600,-2.83%,250,528,196.915M,N/A
33,KV7.F,Kvarner ASA,0.7300,+0.0030,+0.41%,"4,300","4,880",198.878M,4.65
34,CESDF,CES Energy Solutions Corp.,0.7500,+0.0023,+0.30%,720,"27,358",194.062M,7.65
35,UDB.F,Senex Energy Limited,0.1230,-0.0030,-2.38%,"2,511",40,197.159M,N/A
36,2KE.F,Kelt Exploration Ltd.,1.0000,-0.0400,-3.85%,"1,500",104,185.076M,N/A
37,03G.F,GasLog Partners LP,3.4090,-0.2285,-6.28%,"12,315",394,169.219M,N/A
38,1080.HK,Shengli Oil & Gas Pipe Holdings Limited,0.059,-0.002,-3.28%,"691,500","688,164",193.188M,N/A
39,KEGX,"Key Energy Services, Inc.",14.00,-1.27,-8.32%,"1,368","10,261",192.938M,N/A
40,TCD.F,Teekay Corporation,1.9600,-0.1000,-4.85%,"1,800",421,191.362M,N/A
41,4TV.SG,TerraVest Industries Inc.,9.78,+0.05,+0.52%,0,7,199.199M,N/A
42,SUT1.SG,IDG Energy Investment Group Limited,0.0700,-0.0020,-2.78%,0,0,113.172M,N/A
43,TNP,Tsakos Energy Navigation Limited,10.02,+0.15,+1.47%,"25,485","270,504",191.633M,N/A
44,LBL.F,Karoon Energy Ltd,0.3300,0.0000,0.00%,"2,800",172,192.61M,N/A
45,TD9.F,Tidewater Inc.,4.6000,-0.2000,-4.17%,500,222,180.729M,N/A
46,SCL.TO,Shawcor Ltd.,2.6950,+0.0150,+0.56%,"334,531",1.765M,189.09M,N/A
47,QE1.SG,Questerre Energy Corporation,0.0699,+0.0077,+12.38%,"50,000",810,24.46M,N/A
48,GBP.L,Global Petroleum Limited,1.0000,-0.2000,-16.67%,1.623M,"671,954",1.319M,N/A
49,UUUU,Energy Fuels Inc.,1.6050,+0.0150,+0.94%,"343,302",1.704M,190.088M,N/A
50,ES.PA,Esso S.A.F.,14.60,+0.10,+0.69%,397,"2,941",187.677M,8.12
51,PLCS.OL,Polarcus Limited,0.3650,-0.0050,-1.35%,"376,978",2.944M,187.532M,N/A
52,GMLP,Golar LNG Partners LP,2.7000,+0.0300,+1.12%,"24,669","378,887",187.114M,N/A
53,AAOG.L,Anglo African Oil & Gas plc,0.4000,+0.0700,+21.21%,"384,828",7.336M,1.866M,N/A
54,EH8.F,Esso S.A.F.,14.40,0.00,0.00%,15,105,186.391M,8.01
55,44H.F,PT Harum Energy Tbk,0.0530,0.0000,0.00%,"1,000",16,184.764M,10.60
56,GPOR,Gulfport Energy Corporation,1.1500,-0.0500,-4.17%,"701,819",6.002M,183.993M,N/A
57,TXP.TO,Touchstone Exploration Inc.,1.0000,-0.0200,-1.96%,"241,757","401,558",183.489M,N/A
58,CLMT,"Calumet Specialty Products Partners, L.P.",2.3500,-0.0400,-1.67%,"42,527","252,098",183.198M,N/A
59,PDS,Precision Drilling Corporation,0.6633,-0.0253,-3.67%,"108,874",1.294M,183.344M,N/A
60,CJB.F,Carnarvon Petroleum Limited,0.0990,-0.0030,-2.94%,"10,000",595,182.528M,99.00
61,HPMCF,Africa Energy Corp.,0.2300,+0.0029,+1.28%,"16,500","7,050",185.952M,N/A
62,SRX.TO,Storm Resources Ltd.,1.4900,-0.0100,-0.67%,"8,501","102,553",181.12M,8.51
63,NVA.TO,NuVista Energy Ltd.,0.8000,-0.0100,-1.23%,"248,609",2.987M,180.48M,N/A
64,SEP.F,Secure Energy Services Inc.,1.1100,-0.0500,-4.31%,"1,000",452,176.178M,N/A
65,GTE.TO,Gran Tierra Energy Inc.,0.4900,+0.0100,+2.08%,"232,458",1.338M,179.821M,N/A
66,ALGS.TA,Alon Natural Gas Exploration Ltd.,"1,280.00",-74.00,-5.47%,"1,131","3,129",179.686M,"1,406.59"
67,UXX.F,Lubelski Wegiel Bogdanka S.A.,4.8700,-0.0650,-1.32%,81,13,171.164M,0.87
68,AWDR.OL,Awilco Drilling PLC,3.2800,-0.2200,-6.29%,"39,538","112,870",179.027M,N/A
69,4BD.F,Hunter Group ASA,0.3030,-0.0070,-2.26%,"3,400","1,652",174.949M,6.59
70,SMR.AX,Stanmore Coal Limited,0.6750,-0.0300,-4.26%,"151,555",1.309M,178.102M,1.85
71,HWX.TO,Headwater Exploration Inc.,1.2300,-0.0200,-1.60%,"4,800","154,130",177.522M,N/A
72,NOA,North American Construction Group Ltd.,6.13,-0.11,-1.76%,"18,000","119,767",179.207M,43.48
73,DOF.OL,DOF ASA,0.5760,-0.0040,-0.69%,"270,013","753,823",177.271M,N/A
74,TMRP.TA,Tamar Petroleum Ltd,199.40,-5.50,-2.68%,"105,385","609,900",176.46M,163.44
75,OSG,"Overseas Shipholding Group, Inc.",2.0450,+0.0950,+4.87%,"197,273","444,054",175.827M,6.00
76,HPG1.F,China Energy Development Holdings Limited,0.0160,0.0000,0.00%,100,0,184.309M,N/A
77,4HB.F,Honghua Group Limited,0.0235,+0.0010,+4.44%,"30,000",793,172.274M,N/A
78,UEC,Uranium Energy Corp.,0.9396,+0.0296,+3.25%,"329,690",1.744M,173.063M,N/A
79,AMG1L.VS,AB Amber Grid,0.9700,+0.0100,+1.04%,"1,566","1,285",173.032M,16.17
80,TL5.F,Tidewater Midstream and Infrastructure Ltd.,0.5050,-0.0300,-5.61%,"1,500",48,166.465M,33.67
81,GPI1.F,China Oil And Gas Group Limited,0.0235,-0.0005,-2.08%,132,118,170.681M,3.36
82,7C4.F,CES Energy Solutions Corp.,0.6350,-0.0450,-6.62%,"2,763",48,159.736M,6.48
83,TOLWF,Trican Well Service Ltd.,0.6319,0.0000,0.00%,"3,500","19,000",167.411M,N/A
84,SDE.V,Spartan Delta Corp.,2.9500,0.0000,0.00%,658,0,171.411M,N/A
85,TK41.F,Tsakos Energy Navigation Limited,8.57,-0.44,-4.88%,31,N/A,158.815M,N/A
86,G2U.F,Gulfport Energy Corporation,1.0400,-0.0300,-2.80%,345,"1,557",164.981M,N/A
87,NR,"Newpark Resources, Inc.",1.8700,-0.0600,-3.11%,"191,289",1.268M,168.111M,N/A
88,4BD.SG,Hunter Group ASA,0.2970,-0.0080,-2.62%,0,"2,639",133.216M,N/A
89,VO51.F,Energy Fuels Inc.,1.4300,+0.0815,+6.04%,"1,524","9,098",176.548M,N/A
90,G7L.F,Golar LNG Partners LP,2.2700,+0.0035,+0.15%,500,131,163.842M,N/A
91,EXTN,Exterran Corporation,5.03,-0.04,-0.79%,"44,431","327,761",166.747M,N/A
92,5AO.F,Anton Oilfield Services Group,0.0480,+0.0005,+1.05%,"9,137",829,164.604M,6.86
93,ESTE,"Earthstone Energy, Inc.",2.5500,-0.1000,-3.77%,"85,665","267,340",165.53M,2.18
94,PRMRF,Paramount Resources Ltd.,1.2500,0.0000,0.00%,"115,800","14,687",168.371M,N/A
95,U6Z.F,Uranium Energy Corp.,0.8408,+0.0078,+0.94%,"25,550","30,059",149.572M,N/A
96,2178.HK,Petro-king Oilfield Services Limited,0.095,0.000,0.00%,"50,000","104,705",164.034M,N/A
97,GLL.AX,Galilee Energy Limited,0.6000,-0.0200,-3.23%,"527,311","272,920",162.871M,N/A
98,N5Z.F,North American Construction Group Ltd.,5.50,-0.20,-3.51%,36,0,155.62M,39.01
99,NC,"NACCO Industries, Inc.",23.11,-0.49,-2.08%,"9,474","21,896",162.264M,5.26
0,BORR,Borr Drilling Limited,0.9900,-0.0500,-4.81%,1.759M,5.266M,160.654M,N/A
1,U6Z.DE,Uranium Energy Corp.,0.8400,+0.0260,+3.19%,"2,000",N/A,159.012M,N/A
2,H73.F,Africa Energy Corp.,0.1886,-0.0036,-1.87%,"16,400","1,050",159.286M,N/A
3,RE4.SI,Geo Energy Resources Limited,0.1140,0.0000,0.00%,"47,500","502,439",159.517M,N/A
4,0645.HK,Ares Asia Limited,0.310,-0.020,-6.06%,"142,000","21,794",166.316M,N/A
5,HRCXF,Hurricane Energy plc,0.0750,0.0000,0.00%,"4,000","4,729",149.945M,4.41
6,TOM.L,TomCo Energy Plc,0.5740,-0.0410,-6.67%,79.913M,25.114M,1.583M,N/A
7,PRE.F,Precision Drilling Corporation,0.5950,-0.0150,-2.46%,392,61,168.858M,N/A
8,CCR,CONSOL Coal Resources LP,3.9500,-0.0400,-1.00%,"9,175","49,293",155.24M,3.64
9,REACH.OL,Reach Subsea ASA,1.0900,+0.0600,+5.83%,"56,345","306,623",156.464M,N/A
10,0260.HK,AVIC Joy Holdings (HK) Limited,0.026,+0.002,+8.33%,6.08M,2.807M,154.538M,N/A
11,VTOL,Bristow Group Inc.,13.71,-0.14,-1.01%,"9,798","89,729",154.039M,N/A
12,PGSVY,PGS ASA,0.4250,+0.0380,+9.82%,"20,500","16,390",157.344M,N/A
13,BSC2.F,"Earthstone Energy, Inc.",2.3000,-0.1200,-4.96%,"2,212",467,144.542M,1.96
14,GPP,Green Plains Partners LP,6.58,+0.07,+1.08%,"11,721","115,274",152.397M,3.73
15,TZB5.F,Tethys Oil AB (publ),4.5300,+0.1100,+2.49%,130,60,149.941M,3.54
16,PBT,Permian Basin Royalty Trust,3.2600,+0.0100,+0.31%,"20,113","124,001",151.945M,7.20
17,NWP.F,"Newpark Resources, Inc.",1.6800,-0.0500,-2.89%,"1,500",999,148.962M,N/A
18,SOFF.OL,Solstad Offshore ASA,0.5180,+0.0080,+1.57%,"65,377",1.979M,150.941M,N/A
19,TAL.V,PetroTal Corp.,0.1850,0.0000,0.00%,1.124M,1.289M,150.693M,6.17
20,NRP,Natural Resource Partners L.P.,12.16,-0.14,-1.14%,823,"29,372",149.096M,N/A
21,RXI.F,Rex International Holding Limited,0.1030,-0.0010,-0.96%,"30,000",476,147.24M,6.87
22,NVAL.SG,Novae Group Plc,2.5200,-0.1000,-3.82%,0,3,159.097M,N/A
23,FO.V,Falcon Oil & Gas Ltd.,0.1500,+0.0100,+7.14%,"107,000","327,393",147.277M,N/A
24,19O.F,"Overseas Shipholding Group, Inc.",1.7000,0.0000,0.00%,600,211,147.063M,N/A
25,2E2.F,Exterran Corporation,4.4000,-0.1800,-3.93%,150,0,142.753M,N/A
26,TWZ.F,Trican Well Service Ltd.,0.5400,-0.0050,-0.92%,380,216,146.649M,N/A
27,9TA1.F,Tamarack Valley Energy Ltd,0.6250,+0.0100,+1.63%,80,1,143.591M,27.17
28,FCU.TO,Fission Uranium Corp.,0.3000,+0.0050,+1.69%,"426,886","838,496",145.986M,N/A
29,PQ51.F,Paramount Resources Ltd.,1.0900,-0.0400,-3.54%,"8,412","1,046",152.592M,N/A
30,HE8.AX,Helios Energy Limited,0.0950,+0.0010,+1.06%,"264,200","565,531",145.511M,N/A
31,8117.HK,China Primary Energy Holdings Limited,0.142,-0.003,-2.07%,"10,000","39,070",145.407M,N/A
32,ESI.TO,Ensign Energy Services Inc.,0.8900,-0.0300,-3.26%,"337,059",1.604M,144.829M,N/A
33,MCZ.JO,MC Mining Limited,100.00,-20.00,-16.67%,"873,598","206,900",154.001M,N/A
34,PNRG,PrimeEnergy Resources Corporation,71.35,0.00,0.00%,70,"1,951",142.285M,31.21
35,1878.HK,SouthGobi Resources Ltd.,0.500,0.000,0.00%,"60,000","111,946",140.454M,3.21
36,SAWLF,Shawcor Ltd.,2.0047,-0.0053,-0.26%,"2,950","30,020",138.955M,4.45
37,BATL,Battalion Oil Corporation,8.75,0.00,0.00%,153,"34,780",141.785M,N/A
38,XIC.F,AB Klaipedos nafta,0.3370,-0.0010,-0.30%,"2,631",41,139.396M,15.32
39,MR,Montage Resources Corporation,3.9000,-0.1800,-4.41%,"152,672","752,645",139.677M,2.88
40,B2WP.F,Borr Drilling Limited,0.8730,-0.0600,-6.43%,980,"3,721",139.612M,N/A
41,KNF1L.VS,AB Klaipedos nafta,0.3660,-0.0010,-0.27%,"18,746","29,855",139.428M,16.64
42,71S.SG,PT Surya Esa Perkasa Tbk,0.0045,0.0000,0.00%,0,0,139.954M,N/A
43,LPI,"Laredo Petroleum, Inc.",11.62,-0.65,-5.30%,"141,928","524,656",139.09M,N/A
44,NUVSF,NuVista Energy Ltd.,0.6074,0.0000,0.00%,"26,210","41,730",134.932M,2.15
45,J9B.F,PT Astrindo Nusantara Infrastruktur Tbk,0.0010,0.0000,0.00%,"70,000",0,137.551M,N/A
46,TH,Target Hospitality Corp.,1.3110,-0.0990,-7.02%,"135,993","212,022",134.254M,5.37
47,P0BR.F,Permian Basin Royalty Trust,2.8400,-0.0200,-0.70%,"2,000",33,135.394M,6.27
48,EPWA.F,Montage Resources Corporation,3.5600,-0.2000,-5.32%,"1,200",0,122.316M,2.63
49,PVAC,Penn Virginia Corporation,8.79,-0.27,-2.98%,"231,594",1.58M,133.238M,0.49
50,ORC-B.V,Orca Exploration Group Inc.,5.0000,-0.1500,-2.91%,"12,600","13,196",133.075M,4.96
51,ROSE.L,Rose Petroleum plc,0.4625,-0.0375,-7.50%,"152,334","667,474",1.328M,N/A
52,7M7.F,Maha Energy AB (publ),1.2560,-0.0310,-2.41%,"3,000",304,126.202M,7.39
53,PBEGF,Touchstone Exploration Inc.,0.7200,-0.0300,-4.00%,"8,020","97,583",132.67M,N/A
54,CEIX,CONSOL Energy Inc.,5.07,-0.13,-2.50%,"91,741","572,838",131.968M,2.11
55,DLNG-PA,Dynagas LNG Partners LP,21.01,+0.16,+0.74%,"1,220","7,357",132.84M,218.85
56,CEL.AX,Challenger Exploration Limited,0.2400,+0.0050,+2.13%,3.223M,1.968M,131.694M,N/A
57,SZX1.SG,San Leon Energy plc,0.2650,0.0000,0.00%,0,112,125.488M,N/A
58,DRJ.F,De Raj Group AG,3.0200,0.0000,0.00%,98,92,130.9M,55.93
59,8LP1.F,"Laredo Petroleum, Inc.",10.79,-0.45,-3.97%,146,N/A,124.694M,N/A
60,O2C.F,Petro Welt Technologies AG,2.6700,-0.0600,-2.20%,"1,500","2,764",128.996M,10.31
61,1EX.SG,Exmar NV,2.1700,0.0000,0.00%,0,82,124.754M,8.35
62,GTE,Gran Tierra Energy Inc.,0.3626,+0.0016,+0.44%,1.122M,6.619M,130.647M,N/A
63,NVG.F,NuVista Energy Ltd.,0.5200,-0.0100,-1.89%,"1,000","1,096",117.042M,1.84
64,WFTLF,Weatherford International plc,1.8400,-0.0150,-0.81%,"9,333","223,454",128.832M,N/A
65,DRJ.DE,De Raj Group AG,3.0800,0.0000,0.00%,100,136,128.399M,57.04
66,NE6.F,NewOcean Energy Holdings Limited,0.0700,-0.0020,-2.78%,200,3,125.357M,N/A
67,PNW1.F,Touchstone Exploration Inc.,0.6580,+0.0140,+2.17%,"1,000","1,574",127.559M,N/A
68,EXM.BR,Exmar NV,2.2000,+0.0200,+0.92%,"59,020","75,152",125.899M,8.46
69,PGS1.F,PGS ASA,0.2914,-0.0175,-5.67%,"38,042","5,594",119.493M,N/A
70,O2C.DE,Petro Welt Technologies AG,2.5700,-0.1300,-4.81%,"11,925","13,297",125.544M,9.92
71,VAL,Valaris plc,0.6099,-0.0174,-2.77%,2.428M,22.797M,125.634M,N/A
72,S9W.F,Shawcor Ltd.,1.7400,-0.0100,-0.57%,"1,038","3,484",127.229M,3.86
73,RYZR.F,China LNG Group Limited,0.0220,-0.0005,-2.22%,"100,000","1,814",163.65M,N/A
74,DNR,Denbury Resources Inc.,0.2443,+0.0023,+0.95%,8.137M,31.806M,123.734M,0.39
75,SBX.OL,SeaBird Exploration Plc,4.5500,+0.1600,+3.64%,"145,609",2.421M,122.597M,N/A
76,IX2.SI,PEC Ltd.,0.4800,+0.0150,+3.23%,100,"14,863",122.229M,12.31
77,DLNG,Dynagas LNG Partners LP,3.4037,-0.2963,-8.01%,"132,183","242,408",120.797M,N/A
78,KY7.F,Akastor ASA,0.4315,-0.0055,-1.26%,332,378,127.087M,N/A
79,EEL.JO,Efora Energy Limited,11.00,-1.00,-8.33%,"628,171","323,089",121.421M,N/A
80,AVACF,Avance Gas Holding Ltd,1.8900,0.0000,0.00%,316,"4,011",119.701M,1.39
81,WGO.AX,Warrego Energy Limited,0.1700,+0.0050,+3.03%,"677,988",1.855M,120.546M,N/A
82,C9X.F,CONSOL Energy Inc.,4.5200,-0.0800,-1.74%,100,50,117.583M,1.88
83,HGJ.F,Denbury Resources Inc.,0.1779,-0.0974,-35.38%,400,"12,366",70.024M,0.29
84,BYE.AX,Byron Energy Limited,0.1500,0.0000,0.00%,1.128M,1.496M,119.912M,N/A
85,FAR.AX,FAR Limited,0.0120,+0.0010,+9.09%,4.087M,23.129M,119.746M,N/A
86,DGL.F,Dynagas LNG Partners LP,3.2425,+0.1570,+5.09%,"1,000",159,122M,N/A
87,PADB.F,Parker Drilling Company,5.88,+0.02,+0.34%,600,12,89.821M,N/A
88,C6V.F,Headwater Exploration Inc.,0.7900,+0.0100,+1.28%,"1,000",902,119.284M,12.95
89,BKY.AX,Berkeley Energia Limited,0.4500,-0.0100,-2.17%,"82,933","327,058",116.372M,N/A
90,MISE.ST,Misen Energy AB (publ),0.8000,+0.0150,+1.91%,"13,918","9,287",116.054M,133.33
91,NTOG.L,Nostra Terra Oil and Gas Company plc,0.3240,-0.0010,-0.31%,"366,434",2.379M,1.156M,N/A
92,URE.TO,Ur-Energy Inc.,0.7200,-0.0100,-1.37%,"5,000","75,116",115.544M,N/A
93,3395.HK,Persta Resources Inc.,0.380,-0.020,-5.00%,"1,000","12,929",114.717M,N/A
94,BKLRF,Berkeley Energia Limited,0.3750,+0.1000,+36.36%,"6,300","3,214",113.113M,N/A
95,64T.F,Storm Resources Ltd.,0.9450,+0.0450,+5.00%,40,0,124.983M,7.00
96,PTALF,PetroTal Corp.,0.1380,+0.0015,+1.06%,305,"69,303",112.453M,4.60
97,8250.HK,Silk Road Energy Services Group Limited,0.015,0.000,0.00%,1.38M,15.191M,112.388M,N/A
98,SJT,San Juan Basin Royalty Trust,2.3900,+0.0400,+1.70%,"19,713","97,306",111.395M,16.60
99,4YJ.F,Spartan Delta Corp.,1.8850,+0.0100,+0.53%,N/A,N/A,112.497M,N/A
0,S0D.F,Stanmore Coal Limited,0.4180,-0.0060,-1.42%,"6,300",169,111.973M,23.22
1,PRS.OL,Prosafe SE,1.3500,-0.0300,-2.17%,"114,871","249,023",110.517M,N/A
2,FCUUF,Fission Uranium Corp.,0.2174,+0.0025,+1.16%,"64,499","359,772",107.233M,N/A
3,ESVIF,Ensign Energy Services Inc.,0.6749,-0.0139,-2.01%,"3,000","60,961",108.321M,N/A
4,HUT.F,Hurricane Energy plc,0.0544,-0.0144,-20.93%,"72,895","7,068",104.819M,3.20
5,P3K.F,Pantheon Resources Plc,0.1625,+0.0080,+5.18%,"75,000","1,190",108.715M,2.20
6,7LA.SG,Lanna Resources Public Company Limited,0.1700,0.0000,0.00%,0,0,108.063M,3.70
7,GUN.L,Gunsynd Plc,0.6501,-0.0249,-3.69%,9.277M,4.363M,1.085M,N/A
8,AE,"Adams Resources & Energy, Inc.",25.50,-0.39,-1.51%,495,"10,803",108.012M,N/A
9,NYY.F,NWF Group plc,2.1800,+0.0400,+1.87%,0,0,108.426M,10.38
10,ORXGF,Orca Exploration Group Inc.,4.0200,0.0000,0.00%,339,"1,106",106.992M,3.98
11,0600.HK,China Infrastructure Investment Limited,0.025,-0.003,-10.71%,12.154M,1.733M,106.748M,20.83
12,G1P.F,Gran Tierra Energy Inc.,0.2850,-0.0150,-5.00%,"16,698","3,317",109.244M,N/A
13,1229.HK,Nan Nan Resources Enterprise Limited,0.138,-0.022,-13.75%,"212,000","284,156",105.622M,N/A
14,SGY.TO,Surge Energy Inc.,0.3150,-0.0200,-5.97%,"207,195",1.606M,105.547M,N/A
15,CZN.L,Curzon Energy Plc,1.0440,-0.0560,-5.09%,"658,564",1.98M,1.04M,N/A
16,FOLGF,Falcon Oil & Gas Ltd.,0.1051,-0.0024,-2.23%,"185,000","188,014",99.233M,N/A
17,OYL.V,CGX Energy Inc.,0.3800,-0.0250,-6.17%,"2,360","25,754",103.58M,190.00
18,E65F.F,Valaris plc,0.5150,-0.0350,-6.36%,512,"18,226",106.972M,N/A
19,DU4.SI,Mermaid Maritime Public Company Limited,0.0730,0.0000,0.00%,1.678M,5.367M,103.173M,N/A
20,ACK.F,"Fuji Oil Company, Ltd.",1.2900,-0.0100,-0.77%,800,191,102.004M,0.69
21,HMU.F,HMS Bergbau AG,23.00,0.00,0.00%,69,27,101.791M,66.47
22,HMU.DE,HMS Bergbau AG,23.00,0.00,0.00%,100,100,101.791M,66.47
23,SHASF,ShaMaran Petroleum Corp.,0.0310,+0.0114,+58.16%,"1,750","17,953",75.7M,N/A
24,7GE.F,Geo Energy Resources Limited,0.0610,0.0000,0.00%,700,0,101.167M,N/A
25,NODL.OL,Northern Drilling Ltd.,6.26,-0.09,-1.42%,"13,999","126,854",100.993M,N/A
26,HYR.L,Hydrodec Group plc,3.5250,-0.2250,-6.00%,"14,545","51,169",1M,N/A
27,EA9.F,Galilee Energy Limited,0.3540,-0.0020,-0.56%,"5,000",95,103.17M,N/A
28,TOT.TO,Total Energy Services Inc.,2.2000,0.0000,0.00%,"4,806","97,220",99.178M,9.61
29,RVRA,"Riviera Resources, Inc.",1.7100,-0.1300,-7.07%,"3,705","129,920",99.022M,N/A
30,SER1.F,PetroTal Corp.,0.1110,0.0000,0.00%,"33,385","2,566",98.434M,3.70
31,A6U.SG,PT Atlas Resources Tbk,0.0220,0.0000,0.00%,0,0,98.794M,N/A
32,K20A.F,Strong Petrochemical Holdings Limited,0.0280,+0.0010,+3.70%,150,0,96.696M,N/A
33,PDER,Pardee Resources Company,133.00,-1.00,-0.75%,3,312,96.425M,5.48
34,2FU.F,Fission Uranium Corp.,0.1810,-0.0152,-7.75%,"3,600","6,833",86.453M,N/A
35,ATH.TO,Athabasca Oil Corporation,0.1800,0.0000,0.00%,"81,892",2.302M,94.25M,N/A
36,EMGS.OL,Electromagnetic Geoservices ASA,0.7190,+0.0110,+1.55%,"115,189","544,324",94.167M,8.77
37,WLL,Whiting Petroleum Corporation,1.0250,-0.1050,-9.29%,3.35M,23.403M,93.698M,N/A
38,PIPE.V,Pipestone Energy Corp.,0.4900,0.0000,0.00%,36,"119,654",93.054M,18.85
39,ENB.F,Ensign Energy Services Inc.,0.5850,-0.0100,-1.68%,"20,000","1,399",96.091M,N/A
40,C9Q.SI,Sinostar PEC Holdings Limited,0.1450,0.0000,0.00%,"150,000","26,641",92.8M,7.63
41,FAC.F,Falcon Oil & Gas Ltd.,0.0815,-0.0060,-6.86%,"15,500",529,83.582M,N/A
42,LEU,Centrus Energy Corp.,9.71,-0.03,-0.31%,"15,914","48,651",92.268M,11.81
43,FTK,"Flotek Industries, Inc.",1.3022,-0.0478,-3.54%,"77,342","677,753",91.715M,N/A
44,MSMN.L,Mosman Oil and Gas Limited,0.0817,-0.0058,-6.63%,31.105M,50.912M,"921,151",N/A
45,3NO.SG,Nostrum Oil & Gas PLC,0.1384,-0.0058,-4.02%,0,968,26.208M,N/A
46,NZO.NZ,New Zealand Oil & Gas Limited,0.5500,0.0000,0.00%,"26,631","27,732",90.437M,N/A
47,S5H.F,Siem Offshore Inc.,0.0920,+0.0025,+2.79%,100,"1,027",99.488M,N/A
48,MRGE,Mirage Energy Corporation,0.2138,-0.0003,-0.16%,"182,878",1.018M,91.658M,N/A
49,NGS,"Natural Gas Services Group, Inc.",6.66,-0.04,-0.60%,"14,892","122,814",89.655M,N/A
50,F2I.F,"Flotek Industries, Inc.",1.1800,-0.0200,-1.67%,616,64,82.66M,N/A
51,GEOS,Geospace Technologies Corporation,6.46,-0.15,-2.27%,"7,284","136,872",88.276M,N/A
52,FARYF,FAR Limited,0.0090,0.0000,0.00%,"170,000","73,314",76.541M,N/A
53,3SX.F,OKEA ASA,0.8600,-0.0200,-2.27%,"1,500",214,88.023M,N/A
54,1142.HK,Siberian Mining Group Company Limited,0.600,-0.010,-1.64%,"45,600","67,173",87.01M,N/A
55,EPM,Evolution Petroleum Corporation,2.6300,-0.0500,-1.87%,"24,315","204,237",86.676M,7.54
56,WHT1.F,Whiting Petroleum Corporation,0.9992,+0.0306,+3.16%,"4,373","3,419",94.209M,N/A
57,SOCLF,Pharos Energy plc,0.2290,0.0000,0.00%,"1,300",306,87.77M,N/A
58,GDP,Goodrich Petroleum Corporation,6.86,+0.03,+0.44%,"2,206","51,375",85.983M,5.94
59,DLRL.TA,Delek Royalties (2012) Ltd,425.60,-7.70,-1.78%,"1,453","8,324",85.124M,585.42
